#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: alpha in the simple power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the simple power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the simple power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Simple power-law (PL) equation: f = norm*(E/enorm)^{alpha}
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB070529    |    280706    | -1.486900e+00 | -1.893350e+00 | -1.098490e+00 | 1.171990e-02 | 8.779840e-03 | 1.462300e-02 | 41.94 | 57 | 0.7358 | 9.323989e-01 | 50.0000 | 1 | 2.364000 | 3.364000 |  
GRB070521    |    279935    | -9.942890e-01 | -1.059460e+00 | -9.286510e-01 | 5.712650e-02 | 5.492420e-02 | 5.932670e-02 | 76.88 | 57 | 1.349 | 4.076938e-02 | 50.0000 | 1 | 30.484000 | 31.484000 |  
GRB070520B   |    279898    | -8.708430e-01 | -1.723710e+00 | 3.679030e-01 | 2.343320e-03 | 0.000000e+00 | 3.572550e-03 | 39.43 | 57 | 0.6917 | 9.632290e-01 | 50.0000 | 1 | 8.268000 | 9.268000 |  
GRB070520A   |    279817    | -2.394750e+00 | -4.571670e+00 | -1.122850e+00 | 1.292920e-03 | 0.000000e+00 | 2.610640e-03 | 38.32 | 57 | 0.6723 | 9.727926e-01 | 50.0000 | 1 | 40.500000 | 41.500000 |  
GRB070518    |    279592    | -2.011070e+00 | -2.394420e+00 | -1.666380e+00 | 4.422390e-03 | 3.271560e-03 | 5.528830e-03 | 59.73 | 57 | 1.048 | 3.767720e-01 | 50.0000 | 1 | 0.124000 | 1.124000 |  
GRB070517    |    279494    | -1.803670e+00 | -2.134170e+00 | -1.491010e+00 | 6.651750e-03 | 5.290890e-03 | 7.967650e-03 | 62.96 | 57 | 1.105 | 2.735556e-01 | 50.0000 | 1 | 1.364000 | 2.364000 |  
GRB070509    |    278903    | -1.592570e+00 | -1.883540e+00 | -1.311620e+00 | 5.275810e-03 | 4.299750e-03 | 6.236760e-03 | 65.41 | 57 | 1.147 | 2.079802e-01 | 50.0000 | 1 | -0.308000 | 0.692000 |  
GRB070508    |    278854    | -1.058910e+00 | -1.095460e+00 | -1.022240e+00 | 2.138100e-01 | 2.093170e-01 | 2.182970e-01 | 77.78 | 57 | 1.365 | 3.506968e-02 | 50.0000 | 1 | 10.848000 | 11.848000 |  
GRB070506    |    278693    | -1.681780e+00 | -1.891470e+00 | -1.479340e+00 | 7.510330e-03 | 6.440090e-03 | 8.565300e-03 | 61.19 | 57 | 1.073 | 3.281119e-01 | 50.0000 | 1 | 6.156000 | 7.156000 |  
GRB070429B   |    277582    | -1.835980e+00 | -2.084610e+00 | -1.599960e+00 | 7.903590e-03 | 6.554680e-03 | 9.223270e-03 | 64.60 | 57 | 1.133 | 2.283204e-01 | 50.0000 | 1 | -0.438000 | 0.562000 |  
GRB070429A   |    277571    | -1.520240e+00 | -2.123970e+00 | -8.996960e-01 | 3.263060e-03 | 2.080770e-03 | 4.433840e-03 | 66.04 | 57 | 1.159 | 1.929375e-01 | 50.0000 | 1 | 4.000000 | 5.000000 |  
GRB070427    |    277356    | -1.925490e+00 | -2.106750e+00 | -1.752800e+00 | 9.115790e-03 | 8.008920e-03 | 1.020150e-02 | 43.21 | 57 | 0.7580 | 9.114864e-01 | 50.0000 | 1 | 6.800000 | 7.800000 |  
GRB070420    |    276321    | -1.395110e+00 | -1.564570e+00 | -1.226030e+00 | 5.804840e-02 | 5.217680e-02 | 6.391230e-02 | 50.82 | 57 | 0.8916 | 7.047841e-01 | 50.0000 | 1 | 1.404000 | 2.404000 |  
GRB070419B   |    276212    | -1.254730e+00 | -1.467570e+00 | -1.038670e+00 | 1.151790e-02 | 1.020020e-02 | 1.283450e-02 | 63.35 | 57 | 1.111 | 2.624044e-01 | 50.0000 | 1 | -0.280000 | 0.720000 |  
GRB070419A   |    276205    | -4.285520e+00 | -0.000000e+00 | -0.000000e+00 | 7.012840e-05 | 0.000000e+00 | 7.293980e-04 | 65.80 | 57 | 1.154 | 1.984588e-01 | 50.0000 | 1 | 24.500000 | 25.500000 |  
GRB070412    |    275119    | -1.350430e+00 | -1.667080e+00 | -1.038330e+00 | 5.639280e-03 | 4.586050e-03 | 6.674390e-03 | 58.82 | 57 | 1.032 | 4.087139e-01 | 50.0000 | 1 | 5.320000 | 6.320000 |  
GRB070411    |    275087    | -1.486240e+00 | -1.726060e+00 | -1.250300e+00 | 7.454680e-03 | 6.395050e-03 | 8.499430e-03 | 34.23 | 57 | 0.6005 | 9.927454e-01 | 50.0000 | 1 | 70.224000 | 71.224000 |  
GRB070406    |    274153    | -1.171550e+00 | -1.685010e+00 | -6.121480e-01 | 3.535940e-03 | 2.540730e-03 | 4.530310e-03 | 44.55 | 57 | 0.7815 | 8.849866e-01 | 50.0000 | 1 | -0.493000 | 0.507000 |  
GRB070330    |    273180    | -1.820410e+00 | -2.096150e+00 | -1.557600e+00 | 6.324650e-03 | 5.171820e-03 | 7.453980e-03 | 57.23 | 57 | 1.004 | 4.666259e-01 | 50.0000 | 1 | -0.016000 | 0.984000 |  
GRB070328    |    272773    | -1.071450e+00 | -1.166170e+00 | -9.756070e-01 | 3.635930e-02 | 3.440020e-02 | 3.831420e-02 | 54.38 | 57 | 0.9541 | 5.738446e-01 | 50.0000 | 1 | 0.784000 | 1.784000 |  
GRB070326    |  00271019007 | -9.720260e-01 | -1.373370e+00 | -5.335280e-01 | 6.297590e-03 | 4.754520e-03 | 7.829340e-03 | 62.07 | 57 | 1.089 | 3.004333e-01 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB070318    |    271019    | -1.325380e+00 | -1.483800e+00 | -1.167730e+00 | 1.339500e-02 | 1.213030e-02 | 1.465590e-02 | 64.72 | 57 | 1.135 | 2.252440e-01 | 50.0000 | 1 | 1.212000 | 2.212000 |  
GRB070306    |    263361    | -1.541160e+00 | -1.629370e+00 | -1.453770e+00 | 3.218820e-02 | 3.056270e-02 | 3.380850e-02 | 29.98 | 57 | 0.5260 | 9.987908e-01 | 50.0000 | 1 | 98.268000 | 99.268000 |  
GRB070227    |    262347    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB070224    |    261880    | -2.157390e+00 | -3.380750e+00 | -1.400280e+00 | 1.216920e-03 | 3.322320e-04 | 2.073760e-03 | 51.04 | 57 | 0.8954 | 6.972080e-01 | 50.0000 | 1 | -7.500000 | -6.500000 |  
GRB070223    |    261664    | -1.723940e+00 | -2.418820e+00 | -1.081120e+00 | 3.293680e-03 | 1.907440e-03 | 4.587840e-03 | 55.96 | 57 | 0.9818 | 5.140417e-01 | 50.0000 | 1 | 8.036000 | 9.036000 |  
GRB070220    |    261299    | -1.158320e+00 | -1.237870e+00 | -1.078390e+00 | 5.033780e-02 | 4.806180e-02 | 5.261350e-02 | 54.60 | 57 | 0.9579 | 5.656639e-01 | 50.0000 | 1 | 11.860000 | 12.860000 |  
GRB070219    |    261132    | -1.996150e+00 | -2.458930e+00 | -1.596700e+00 | 4.123140e-03 | 2.919410e-03 | 5.246020e-03 | 64.30 | 57 | 1.128 | 2.363403e-01 | 50.0000 | 1 | 1.080000 | 2.080000 |  
GRB070209    |    259803    | -1.099820e+00 | -1.640850e+00 | -4.970640e-01 | 3.175550e-03 | 2.112700e-03 | 4.227330e-03 | 53.72 | 57 | 0.9425 | 5.988853e-01 | 50.0000 | 1 | -0.456000 | 0.544000 |  
GRB070208    |    259714    | -1.094040e+00 | -1.916810e+00 | -7.748500e-02 | 3.264140e-03 | 1.696280e-03 | 4.705590e-03 | 50.28 | 57 | 0.8821 | 7.233181e-01 | 50.0000 | 1 | 40.468000 | 41.468000 |  
GRB070129    |    258408    | -1.912530e+00 | -2.322930e+00 | -1.545710e+00 | 3.856740e-03 | 2.772080e-03 | 4.897820e-03 | 64.64 | 57 | 1.134 | 2.272289e-01 | 50.0000 | 1 | 310.568000 | 311.568000 |  
GRB070126    |    257741    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB070125    |  N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB070110    |    255445    | -1.463780e+00 | -1.805770e+00 | -1.125870e+00 | 4.956760e-03 | 3.945920e-03 | 5.953140e-03 | 58.02 | 57 | 1.018 | 4.376484e-01 | 50.0000 | 1 | -0.768000 | 0.232000 |  
GRB070107    |    255029    | -9.602760e-01 | -1.159850e+00 | -7.508300e-01 | 1.721650e-02 | 1.527000e-02 | 1.913640e-02 | 56.45 | 57 | 0.9903 | 4.958423e-01 | 50.0000 | 1 | -7.240000 | -6.240000 |  
GRB070103    |    254532    | -1.871210e+00 | -2.112490e+00 | -1.645420e+00 | 7.397910e-03 | 6.176760e-03 | 8.591500e-03 | 70.60 | 57 | 1.239 | 1.063343e-01 | 50.0000 | 1 | -0.114000 | 0.886000 |  
GRB061222B   |    252593    | -2.161550e+00 | -2.578290e+00 | -1.794560e+00 | 9.234840e-03 | 6.425400e-03 | 1.198230e-02 | 63.32 | 57 | 1.111 | 2.631481e-01 | 50.0000 | 1 | 59.276000 | 60.276000 |  
GRB061222A   |    252588    | -8.855430e-01 | -9.364470e-01 | -8.343010e-01 | 6.587590e-02 | 6.391040e-02 | 6.783880e-02 | 66.98 | 57 | 1.175 | 1.718401e-01 | 50.0000 | 1 | 86.240000 | 87.240000 |  
GRB061218    |    251863    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB061217    |    251634    | -1.088930e+00 | -1.439770e+00 | -7.195540e-01 | 4.620070e-03 | 3.618850e-03 | 5.620130e-03 | 73.42 | 57 | 1.288 | 7.049367e-02 | 50.0000 | 1 | -0.342000 | 0.658000 |  
GRB061210    |    243690    | -7.565160e-01 | -9.336040e-01 | -5.707430e-01 | 2.439090e-02 | 2.172410e-02 | 2.701150e-02 | 49.29 | 57 | 0.8647 | 7.563158e-01 | 50.0000 | 1 | -0.230000 | 0.770000 |  
GRB061202    |    241963    | -1.328870e+00 | -1.440930e+00 | -1.216830e+00 | 2.061470e-02 | 1.932340e-02 | 2.190450e-02 | 47.90 | 57 | 0.8403 | 7.993613e-01 | 50.0000 | 1 | 75.040000 | 76.040000 |  
GRB061201    |    241840    | -8.324460e-01 | -9.720080e-01 | -6.890960e-01 | 3.077910e-02 | 2.837250e-02 | 3.316270e-02 | 53.93 | 57 | 0.9461 | 5.911627e-01 | 50.0000 | 1 | -0.074000 | 0.926000 |  
GRB061126    |    240766    | -8.852260e-01 | -9.509850e-01 | -8.188570e-01 | 8.504770e-02 | 8.187860e-02 | 8.820570e-02 | 83.70 | 57 | 1.468 | 1.216634e-02 | 50.0000 | 1 | 6.664000 | 7.664000 |  
GRB061121    |    239899    | -1.050950e+00 | -1.087390e+00 | -1.014370e+00 | 1.846440e-01 | 1.810460e-01 | 1.882350e-01 | 26.34 | 57 | 0.4621 | 9.998329e-01 | 50.0000 | 1 | 74.480000 | 75.480000 |  
GRB061110B   |    238174    | -1.017410e+00 | -1.390230e+00 | -6.230870e-01 | 4.019730e-03 | 3.113720e-03 | 4.922880e-03 | 50.13 | 57 | 0.8795 | 7.284068e-01 | 50.0000 | 1 | -7.856000 | -6.856000 |  
GRB061110A   |    238108    | -2.039850e+00 | -2.638470e+00 | -1.523310e+00 | 3.082110e-03 | 1.864750e-03 | 4.252570e-03 | 59.97 | 57 | 1.052 | 3.686809e-01 | 50.0000 | 1 | 2.116000 | 3.116000 |  
GRB061102    |    236430    | -1.921030e+00 | -2.831990e+00 | -1.229270e+00 | 1.693200e-03 | 7.414880e-04 | 2.593390e-03 | 52.05 | 57 | 0.9131 | 6.609221e-01 | 50.0000 | 1 | 14.664000 | 15.664000 |  
GRB061028    |    235715    | -1.051820e+00 | -1.558320e+00 | -4.412840e-01 | 5.509910e-03 | 3.860120e-03 | 7.081280e-03 | 58.54 | 57 | 1.027 | 4.185925e-01 | 50.0000 | 1 | 79.936000 | 80.936000 |  
GRB061027    |    235645    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB061021    |    234905    | -1.133960e+00 | -1.211280e+00 | -1.056230e+00 | 5.255980e-02 | 5.039900e-02 | 5.472050e-02 | 68.95 | 57 | 1.210 | 1.332620e-01 | 50.0000 | 1 | 2.436000 | 3.436000 |  
GRB061019    |    234516    | -2.157550e+00 | -2.754810e+00 | -1.679880e+00 | 1.323710e-02 | 8.416650e-03 | 1.758350e-02 | 57.32 | 57 | 1.006 | 4.631886e-01 | 50.0000 | 1 | 3.580000 | 4.580000 |  
GRB061007    |    232683    | -6.844620e-01 | -7.304880e-01 | -6.381460e-01 | 1.271010e-01 | 1.238790e-01 | 1.303080e-01 | 43.40 | 57 | 0.7614 | 9.079452e-01 | 50.0000 | 1 | 45.144000 | 46.144000 |  
GRB061006    |    232585    | -8.582650e-01 | -9.297790e-01 | -7.860480e-01 | 4.595020e-02 | 4.411640e-02 | 4.777710e-02 | 47.91 | 57 | 0.8406 | 7.988878e-01 | 50.0000 | 1 | -23.204000 | -22.204000 |  
GRB061004    |    232339    | -1.596160e+00 | -1.702060e+00 | -1.491480e+00 | 1.960290e-02 | 1.834720e-02 | 2.085120e-02 | 67.64 | 57 | 1.187 | 1.581685e-01 | 50.0000 | 1 | 2.672000 | 3.672000 |  
GRB061002    |    231974    | -1.529570e+00 | -2.053760e+00 | -9.937480e-01 | 6.459490e-03 | 4.599690e-03 | 8.312880e-03 | 63.51 | 57 | 1.114 | 2.578939e-01 | 50.0000 | 1 | -1.392000 | -0.392000 |  
GRB060929    |    231702    | -1.271080e+00 | -1.859150e+00 | -6.726630e-01 | 3.721300e-03 | 2.675920e-03 | 4.765640e-03 | 59.69 | 57 | 1.047 | 3.782845e-01 | 50.0000 | 1 | 2.692000 | 3.692000 |  
GRB060927    |    231362    | -1.013080e+00 | -1.108560e+00 | -9.163040e-01 | 2.377160e-02 | 2.237910e-02 | 2.516320e-02 | 69.19 | 57 | 1.214 | 1.290708e-01 | 50.0000 | 1 | 0.216000 | 1.216000 |  
GRB060926    |    231231    | -2.379860e+00 | -2.647900e+00 | -2.133190e+00 | 6.029940e-03 | 4.871700e-03 | 7.174990e-03 | 51.51 | 57 | 0.9037 | 6.803699e-01 | 50.0000 | 1 | 0.368000 | 1.368000 |  
GRB060923C   |    230711    | -2.097550e+00 | -2.913420e+00 | -1.475240e+00 | 5.673780e-03 | 2.726250e-03 | 8.482180e-03 | 38.10 | 57 | 0.6683 | 9.744983e-01 | 50.0000 | 1 | 27.500000 | 28.500000 |  
GRB060923B   |    230702    | -2.436050e+00 | -2.897870e+00 | -2.034610e+00 | 7.505930e-03 | 5.059730e-03 | 9.937830e-03 | 59.26 | 57 | 1.040 | 3.930457e-01 | 50.0000 | 1 | 4.928000 | 5.928000 |  
GRB060923A   |    230662    | -1.450210e+00 | -1.762370e+00 | -1.140300e+00 | 1.112850e-02 | 9.090660e-03 | 1.315450e-02 | 51.86 | 57 | 0.9098 | 6.678792e-01 | 50.0000 | 1 | 0.032000 | 1.032000 |  
GRB060919    |    230115    | -1.261960e+00 | -1.458070e+00 | -1.062590e+00 | 1.944460e-02 | 1.708860e-02 | 2.179870e-02 | 46.62 | 57 | 0.8178 | 8.352867e-01 | 50.0000 | 1 | -0.504000 | 0.496000 |  
GRB060912A   |    229185    | -1.654490e+00 | -1.737380e+00 | -1.572390e+00 | 6.531780e-02 | 6.208410e-02 | 6.854020e-02 | 54.50 | 57 | 0.9562 | 5.692894e-01 | 50.0000 | 1 | 0.000000 | 1.000000 |  
GRB060908    |    228581    | -1.069050e+00 | -1.193740e+00 | -9.428330e-01 | 2.649760e-02 | 2.448900e-02 | 2.850480e-02 | 59.87 | 57 | 1.050 | 3.718275e-01 | 50.0000 | 1 | 0.540000 | 1.540000 |  
GRB060906    |    228316    | -1.997270e+00 | -2.255890e+00 | -1.758510e+00 | 1.320020e-02 | 1.096110e-02 | 1.536730e-02 | 66.83 | 57 | 1.172 | 1.752132e-01 | 50.0000 | 1 | -24.812000 | -23.812000 |  
GRB060904B   |    228006    | -1.210860e+00 | -1.355800e+00 | -1.065160e+00 | 2.064170e-02 | 1.891980e-02 | 2.236290e-02 | 81.87 | 57 | 1.436 | 1.710659e-02 | 50.0000 | 1 | 1.156000 | 2.156000 |  
GRB060904A   |    227996    | -1.128720e+00 | -1.198560e+00 | -1.058610e+00 | 4.221970e-02 | 4.062110e-02 | 4.381800e-02 | 62.81 | 57 | 1.102 | 2.780928e-01 | 50.0000 | 1 | 55.340000 | 56.340000 |  
GRB060825    |    226382    | -1.363120e+00 | -1.459450e+00 | -1.267410e+00 | 2.242820e-02 | 2.111670e-02 | 2.373710e-02 | 69.24 | 57 | 1.215 | 1.282873e-01 | 50.0000 | 1 | 0.072000 | 1.072000 |  
GRB060814    |    224552    | -1.300680e+00 | -1.366540e+00 | -1.234860e+00 | 6.128330e-02 | 5.904480e-02 | 6.352150e-02 | 43.60 | 57 | 0.7649 | 9.042385e-01 | 50.0000 | 1 | 15.404000 | 16.404000 |  
GRB060813    |    224364    | -1.123140e+00 | -1.193930e+00 | -1.052060e+00 | 7.644270e-02 | 7.336730e-02 | 7.951570e-02 | 42.06 | 57 | 0.7379 | 9.306539e-01 | 50.0000 | 1 | 3.592000 | 4.592000 |  
GRB060807    |    223217    | -1.160590e+00 | -1.492550e+00 | -8.186060e-01 | 7.056730e-03 | 5.723120e-03 | 8.388280e-03 | 36.11 | 57 | 0.6334 | 9.861228e-01 | 50.0000 | 1 | -0.140000 | 0.860000 |  
GRB060805A   |    222683    | -1.684050e+00 | -2.258900e+00 | -1.141270e+00 | 2.347400e-03 | 1.427720e-03 | 3.250160e-03 | 53.05 | 57 | 0.9307 | 6.240239e-01 | 50.0000 | 1 | 0.716000 | 1.716000 |  
GRB060804    |    222546    | -1.447130e+00 | -1.932600e+00 | -9.666070e-01 | 9.295890e-03 | 7.039830e-03 | 1.152260e-02 | 58.11 | 57 | 1.020 | 4.340790e-01 | 50.0000 | 1 | 4.516000 | 5.516000 |  
GRB060801    |    222154    | -5.309250e-01 | -7.962150e-01 | -2.409990e-01 | 6.489810e-03 | 5.406300e-03 | 7.536350e-03 | 58.32 | 57 | 1.023 | 4.264378e-01 | 50.0000 | 1 | -0.184000 | 0.816000 |  
GRB060729    |    221755    | -1.827110e+00 | -2.033250e+00 | -1.629080e+00 | 8.259980e-03 | 7.172040e-03 | 9.322150e-03 | 57.53 | 57 | 1.009 | 4.553501e-01 | 50.0000 | 1 | 91.968000 | 92.968000 |  
GRB060728    |    221627    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB060719    |    220020    | -1.793720e+00 | -1.934680e+00 | -1.657040e+00 | 1.622390e-02 | 1.473580e-02 | 1.769650e-02 | 66.36 | 57 | 1.164 | 1.854704e-01 | 50.0000 | 1 | 0.372000 | 1.372000 |  
GRB060717    |    219646    | -1.861760e+00 | -2.229450e+00 | -1.531570e+00 | 3.650400e-03 | 2.695120e-03 | 4.581010e-03 | 68.99 | 57 | 1.210 | 1.326098e-01 | 50.0000 | 1 | 0.776000 | 1.776000 |  
GRB060714    |    219101    | -1.482310e+00 | -1.649110e+00 | -1.317770e+00 | 1.018290e-02 | 9.158340e-03 | 1.120230e-02 | 62.81 | 57 | 1.102 | 2.779305e-01 | 50.0000 | 1 | 75.440000 | 76.440000 |  
GRB060712    |    218582    | -1.915860e+00 | -2.597650e+00 | -1.348790e+00 | 1.107080e-02 | 6.954930e-03 | 1.493960e-02 | 83.01 | 57 | 1.456 | 1.385796e-02 | 50.0000 | 1 | 16.764000 | 17.764000 |  
GRB060708    |    217805    | -1.330910e+00 | -1.449230e+00 | -1.212540e+00 | 1.591810e-02 | 1.479850e-02 | 1.703650e-02 | 59.82 | 57 | 1.049 | 3.737892e-01 | 50.0000 | 1 | 1.120000 | 2.120000 |  
GRB060707    |    217704    | -1.677160e+00 | -2.049960e+00 | -1.319260e+00 | 8.184570e-03 | 6.375710e-03 | 9.949270e-03 | 62.46 | 57 | 1.096 | 2.885874e-01 | 50.0000 | 1 | 3.052000 | 4.052000 |  
GRB060614    |    214805    | -1.597960e+00 | -1.701490e+00 | -1.495770e+00 | 8.948110e-02 | 8.403870e-02 | 9.490440e-02 | 52.44 | 57 | 0.9201 | 6.464515e-01 | 50.0000 | 1 | -1.324000 | -0.324000 |  
GRB060607B   |    213934    | -1.376940e+00 | -1.650290e+00 | -1.106290e+00 | 1.212250e-02 | 1.016250e-02 | 1.408040e-02 | 67.73 | 57 | 1.188 | 1.562446e-01 | 50.0000 | 1 | 8.640000 | 9.640000 |  
GRB060607A   |    213823    | -1.077590e+00 | -1.233410e+00 | -9.186670e-01 | 1.213530e-02 | 1.106340e-02 | 1.320530e-02 | 31.87 | 57 | 0.5591 | 9.971518e-01 | 50.0000 | 1 | -0.968000 | 0.032000 |  
GRB060605    |    213630    | -8.508470e-01 | -1.255610e+00 | -4.012980e-01 | 4.131550e-03 | 3.127190e-03 | 5.105530e-03 | 52.09 | 57 | 0.9139 | 6.593130e-01 | 50.0000 | 1 | 2.120000 | 3.120000 |  
GRB060604    |    213486    | -9.446090e+00 | -0.000000e+00 | -0.000000e+00 | 1.924280e-07 | 0.000000e+00 | 0.000000e+00 | 52.73 | 57 | 0.9251 | 6.357712e-01 | 50.0000 | 1 | 8.252000 | 9.252000 |  
GRB060602A   |    213180    | -1.820080e+00 | -2.910940e+00 | -9.265780e-01 | 4.047730e-03 | 1.822290e-03 | 5.826380e-03 | 83.46 | 57 | 1.464 | 1.272842e-02 | 50.0000 | 1 | 4.928000 | 5.928000 |  
GRB060526    |    211957    | -1.299970e+00 | -1.468880e+00 | -1.131110e+00 | 1.396630e-02 | 1.253710e-02 | 1.539390e-02 | 70.11 | 57 | 1.230 | 1.139140e-01 | 50.0000 | 1 | 0.144000 | 1.144000 |  
GRB060522    |    211117    | -1.926690e+00 | -2.451820e+00 | -1.465370e+00 | 3.702600e-03 | 2.406430e-03 | 4.945760e-03 | 45.93 | 57 | 0.8058 | 8.528986e-01 | 50.0000 | 1 | 4.408000 | 5.408000 |  
GRB060516    |    210254    | -1.705540e+00 | -3.129490e+00 | -5.184130e-01 | 1.585330e-03 | 3.817420e-04 | 2.757400e-03 | 33.35 | 57 | 0.5851 | 9.947971e-01 | 50.0000 | 1 | 56.500000 | 57.500000 |  
GRB060515    |    210084    | -7.123260e-01 | -1.090950e+00 | -2.818970e-01 | 7.146010e-03 | 5.298930e-03 | 8.912480e-03 | 52.66 | 57 | 0.9239 | 6.383156e-01 | 50.0000 | 1 | 5.584000 | 6.584000 |  
GRB060512    |    209755    | -2.756750e+00 | -3.321840e+00 | -2.308160e+00 | 3.817900e-03 | 2.259420e-03 | 5.431870e-03 | 65.15 | 57 | 1.143 | 2.144270e-01 | 50.0000 | 1 | 3.280000 | 4.280000 |  
GRB060510B   |    209352    | -1.397650e+00 | -1.754570e+00 | -1.041270e+00 | 4.668860e-03 | 3.730470e-03 | 5.593420e-03 | 56.48 | 57 | 0.9908 | 4.946538e-01 | 50.0000 | 1 | 136.384000 | 137.384000 |  
GRB060510A   |    209351    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB060507    |    208870    | -1.663950e+00 | -1.949850e+00 | -1.393140e+00 | 9.826980e-03 | 8.028540e-03 | 1.158460e-02 | 52.78 | 57 | 0.9259 | 6.341612e-01 | 50.0000 | 1 | 1.244000 | 2.244000 |  
GRB060505    |    208654    | -9.693260e-01 | -1.392860e+00 | -5.141650e-01 | 2.062130e-02 | 1.530280e-02 | 2.585110e-02 | 38.15 | 57 | 0.6694 | 9.740646e-01 | 50.0000 | 1 | 2.400000 | 3.400000 |  
GRB060502B   |    208275    | -8.146900e-01 | -1.156890e+00 | -4.359410e-01 | 5.350010e-03 | 4.226720e-03 | 6.441150e-03 | 65.16 | 57 | 1.143 | 2.141249e-01 | 50.0000 | 1 | -0.408000 | 0.592000 |  
GRB060502A   |    208169    | -9.370860e-01 | -1.135150e+00 | -7.306610e-01 | 1.510530e-02 | 1.331370e-02 | 1.687660e-02 | 52.11 | 57 | 0.9142 | 6.587642e-01 | 50.0000 | 1 | -0.120000 | 0.880000 |  
GRB060501    |    208050    | -9.606510e-01 | -1.170640e+00 | -7.408420e-01 | 1.751820e-02 | 1.523390e-02 | 1.976670e-02 | 76.01 | 57 | 1.333 | 4.700213e-02 | 50.0000 | 1 | 0.376000 | 1.376000 |  
GRB060428B   |    207399    | -2.254980e+00 | -3.262760e+00 | -1.503940e+00 | 1.814290e-03 | 6.596400e-04 | 3.007130e-03 | 68.01 | 57 | 1.193 | 1.507430e-01 | 50.0000 | 1 | 8.500000 | 9.500000 |  
GRB060428A   |    207364    | -2.032150e+00 | -2.184400e+00 | -1.886630e+00 | 1.496900e-02 | 1.342970e-02 | 1.648440e-02 | 62.45 | 57 | 1.096 | 2.887691e-01 | 50.0000 | 1 | 4.412000 | 5.412000 |  
GRB060427    |    207281    | -1.892260e+00 | -3.075720e+00 | -1.052170e+00 | 1.802920e-03 | 0.000000e+00 | 2.873460e-03 | 54.99 | 57 | 0.9648 | 5.508138e-01 | 50.0000 | 1 | 2.000000 | 3.000000 |  
GRB060424    |    206773    | -1.694240e+00 | -1.895570e+00 | -1.500780e+00 | 1.231900e-02 | 1.074420e-02 | 1.386790e-02 | 50.36 | 57 | 0.8836 | 7.204935e-01 | 50.0000 | 1 | 0.108000 | 1.108000 |  
GRB060421    |    206257    | -1.177290e+00 | -1.272840e+00 | -1.080850e+00 | 2.492350e-02 | 2.348060e-02 | 2.636640e-02 | 59.72 | 57 | 1.048 | 3.771963e-01 | 50.0000 | 1 | 2.276000 | 3.276000 |  
GRB060418    |    205851    | -1.498410e+00 | -1.587550e+00 | -1.409830e+00 | 5.257140e-02 | 4.997150e-02 | 5.516430e-02 | 54.68 | 57 | 0.9593 | 5.625071e-01 | 50.0000 | 1 | 27.452000 | 28.452000 |  
GRB060413    |    205096    | -1.742580e+00 | -1.984010e+00 | -1.511970e+00 | 6.833900e-03 | 5.782260e-03 | 7.858690e-03 | 51.74 | 57 | 0.9077 | 6.720645e-01 | 50.0000 | 1 | 90.160000 | 91.160000 |  
GRB060403    |    203755    | -7.904290e-01 | -1.000140e+00 | -5.683850e-01 | 8.271680e-03 | 7.138000e-03 | 9.391120e-03 | 67.91 | 57 | 1.191 | 1.528125e-01 | 50.0000 | 1 | 1.808000 | 2.808000 |  
