#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: alpha in the simple power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the simple power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the simple power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Simple power-law (PL) equation: f = norm*(E/enorm)^{alpha}
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB150101B   |  00091964035 | -1.391900e+00 | -2.006770e+00 | -7.446330e-01 | 6.262550e-03 | 4.004370e-03 | 8.520500e-03 | 40.50 | 57 | 0.7104 | 9.518064e-01 | 50.0000 | 1 | -0.490000 | 0.510000 |  
GRB150101A   |    623158    | -8.491700e-01 | -1.557950e+00 | 7.799510e-02 | 2.655700e-03 | 1.293710e-03 | 3.963140e-03 | 53.24 | 57 | 0.9341 | 6.168036e-01 | 50.0000 | 1 | -0.464000 | 0.536000 |  
GRB141229A   |  00085478004 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB141225A   |    622476    | -8.528840e-01 | -1.333940e+00 | -2.745200e-01 | 1.174590e-02 | 7.822220e-03 | 1.528600e-02 | 50.99 | 57 | 0.8945 | 6.989638e-01 | 50.0000 | 1 | 11.752000 | 12.752000 |  
GRB141221A   |    622006    | -1.130670e+00 | -1.264410e+00 | -9.951330e-01 | 2.626270e-02 | 2.427100e-02 | 2.825400e-02 | 63.12 | 57 | 1.107 | 2.689130e-01 | 50.0000 | 1 | -0.096000 | 0.904000 |  
GRB141220A   |    621915    | -1.049840e+00 | -1.168610e+00 | -9.284430e-01 | 7.741700e-02 | 7.143460e-02 | 8.337690e-02 | 81.37 | 57 | 1.428 | 1.873043e-02 | 50.0000 | 1 | -0.128000 | 0.872000 |  
GRB141212B   |    621234    | -1.113540e+00 | -1.219190e+00 | -1.006700e+00 | 3.370200e-02 | 3.149830e-02 | 3.590500e-02 | 60.17 | 57 | 1.056 | 3.618685e-01 | 50.0000 | 1 | 4.100000 | 5.100000 |  
GRB141212A   |    621229    | -1.512970e+00 | -1.791430e+00 | -1.243520e+00 | 9.789450e-03 | 8.080580e-03 | 1.147820e-02 | 57.33 | 57 | 1.006 | 4.626793e-01 | 50.0000 | 1 | -0.324000 | 0.676000 |  
GRB141205A   |    620534    | -7.693700e-01 | -1.166000e+00 | -3.162240e-01 | 9.033860e-03 | 6.708090e-03 | 1.128870e-02 | 74.42 | 57 | 1.306 | 6.047521e-02 | 50.0000 | 1 | -0.124000 | 0.876000 |  
GRB141130A   |    620090    | -1.397790e+00 | -1.632780e+00 | -1.164060e+00 | 9.936050e-03 | 8.446100e-03 | 1.142010e-02 | 60.30 | 57 | 1.058 | 3.573148e-01 | 50.0000 | 1 | -4.688000 | -3.688000 |  
GRB141121A   |    619182    | -1.846200e+00 | -2.455370e+00 | -1.345230e+00 | 6.279110e-03 | 3.916040e-03 | 8.465430e-03 | 62.79 | 57 | 1.102 | 2.785910e-01 | 50.0000 | 1 | 230.144000 | 231.144000 |  
GRB141109B   |    618032    | -1.550480e+00 | -2.282870e+00 | -8.624090e-01 | 3.195830e-03 | 1.919890e-03 | 4.377440e-03 | 52.86 | 57 | 0.9274 | 6.309151e-01 | 50.0000 | 1 | 28.472000 | 29.472000 |  
GRB141109A   |    618024    | -1.180910e+00 | -1.309830e+00 | -1.050620e+00 | 2.058710e-02 | 1.909890e-02 | 2.207510e-02 | 51.18 | 57 | 0.8979 | 6.920649e-01 | 50.0000 | 1 | 117.392000 | 118.392000 |  
GRB141102A   |    617316    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB141031B   |    617149    | -1.218860e+00 | -2.034820e+00 | -2.817010e-01 | 3.019350e-03 | 1.984100e-03 | 4.054340e-03 | 56.50 | 57 | 0.9913 | 4.936078e-01 | 50.0000 | 1 | 4.404000 | 5.404000 |  
GRB141031A   |    617110    | -1.394030e+00 | -2.200770e+00 | -5.466470e-01 | 5.028370e-03 | 2.997250e-03 | 7.038450e-03 | 57.88 | 57 | 1.016 | 4.424453e-01 | 50.0000 | 1 | 5.076000 | 6.076000 |  
GRB141026A   |    616502    | -1.243390e+00 | -2.070490e+00 | -1.609170e-01 | 3.032130e-03 | 1.926590e-03 | 4.137650e-03 | 50.88 | 57 | 0.8926 | 7.026515e-01 | 50.0000 | 1 | 65.640000 | 66.640000 |  
GRB141022A   |    616061    | -1.108990e+00 | -1.673620e+00 | -4.468850e-01 | 7.930680e-03 | 5.285230e-03 | 1.035110e-02 | 57.88 | 57 | 1.015 | 4.424933e-01 | 50.0000 | 1 | 6.196000 | 7.196000 |  
GRB141020A   |    615873    | -1.592780e+00 | -2.011740e+00 | -1.187160e+00 | 5.483630e-03 | 4.072480e-03 | 6.849150e-03 | 67.32 | 57 | 1.181 | 1.646765e-01 | 50.0000 | 1 | -0.200000 | 0.800000 |  
GRB141017A   |    615672    | -1.204940e+00 | -1.268080e+00 | -1.141760e+00 | 5.324900e-02 | 5.125220e-02 | 5.524570e-02 | 69.58 | 57 | 1.221 | 1.224860e-01 | 50.0000 | 1 | 46.604000 | 47.604000 |  
GRB141015A   |    615399    | -2.094510e+00 | -2.541810e+00 | -1.697390e+00 | 3.455120e-03 | 2.302380e-03 | 4.608230e-03 | 55.84 | 57 | 0.9797 | 5.185144e-01 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB141005A   |    614415    | -9.698080e-01 | -1.251700e+00 | -6.728760e-01 | 3.626940e-02 | 2.971670e-02 | 4.276890e-02 | 49.53 | 57 | 0.8690 | 7.482849e-01 | 50.0000 | 1 | 0.676000 | 1.676000 |  
GRB141004A   |    614390    | -1.688880e+00 | -1.757990e+00 | -1.620240e+00 | 4.634320e-02 | 4.445650e-02 | 4.822500e-02 | 77.41 | 57 | 1.358 | 3.731664e-02 | 50.0000 | 1 | -0.056000 | 0.944000 |  
GRB140930B   |    614094    | -6.465620e-01 | -8.291650e-01 | -4.542780e-01 | 3.439160e-02 | 3.064800e-02 | 3.804970e-02 | 66.90 | 57 | 1.174 | 1.735618e-01 | 50.0000 | 1 | -0.118000 | 0.882000 |  
GRB140927A   |    613775    | -2.267780e+00 | -2.790340e+00 | -1.805380e+00 | 5.295150e-03 | 3.381460e-03 | 7.175790e-03 | 68.89 | 57 | 1.209 | 1.344005e-01 | 50.0000 | 1 | 7.696000 | 8.696000 |  
GRB140919A   |    613160    | -1.978250e+00 | -2.405360e+00 | -1.584630e+00 | 1.331060e-02 | 9.617790e-03 | 1.689850e-02 | 69.63 | 57 | 1.222 | 1.216185e-01 | 50.0000 | 1 | 38.972000 | 39.972000 |  
GRB140916A   |    612804    | -1.810760e+00 | -2.350750e+00 | -1.320750e+00 | 9.800080e-03 | 6.482770e-03 | 1.299750e-02 | 48.12 | 57 | 0.8442 | 7.926684e-01 | 50.0000 | 1 | 1.804000 | 2.804000 |  
GRB140909A   |    612132    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140907A   |    611933    | -1.324740e+00 | -1.537270e+00 | -1.111920e+00 | 1.309550e-02 | 1.143400e-02 | 1.475450e-02 | 59.41 | 57 | 1.042 | 3.880181e-01 | 50.0000 | 1 | 8.156000 | 9.156000 |  
GRB140903A   |    611599    | -2.028770e+00 | -2.173110e+00 | -1.889890e+00 | 1.640520e-02 | 1.486960e-02 | 1.791490e-02 | 51.79 | 57 | 0.9085 | 6.704179e-01 | 50.0000 | 1 | -0.330000 | 0.670000 |  
GRB140901B   |    611389    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140828A   |    610953    | -1.714950e+00 | -1.954910e+00 | -1.486890e+00 | 1.672820e-02 | 1.405540e-02 | 1.935000e-02 | 56.09 | 57 | 0.9840 | 5.092634e-01 | 50.0000 | 1 | 0.496000 | 1.496000 |  
GRB140824A   |    610501    | -1.868720e+00 | -2.142940e+00 | -1.611700e+00 | 8.269700e-03 | 6.767420e-03 | 9.730780e-03 | 57.55 | 57 | 1.010 | 4.547196e-01 | 50.0000 | 1 | 0.340000 | 1.340000 |  
GRB140818B   |    609885    | -1.621620e+00 | -1.999490e+00 | -1.254790e+00 | 8.247010e-03 | 6.296510e-03 | 1.018560e-02 | 40.38 | 57 | 0.7083 | 9.532043e-01 | 50.0000 | 1 | 0.308000 | 1.308000 |  
GRB140817A   |    609736    | -1.048060e+00 | -1.110160e+00 | -9.856350e-01 | 6.028430e-02 | 5.805220e-02 | 6.251520e-02 | 58.62 | 57 | 1.028 | 4.157897e-01 | 50.0000 | 1 | 2.644000 | 3.644000 |  
GRB140730A   |    607742    | -1.547050e+00 | -1.894550e+00 | -1.209440e+00 | 4.345290e-03 | 3.352260e-03 | 5.322470e-03 | 53.93 | 57 | 0.9461 | 5.909909e-01 | 50.0000 | 1 | 0.980000 | 1.980000 |  
GRB140719B   |    605700    | -1.317710e+00 | -1.819040e+00 | -7.655890e-01 | 6.265460e-03 | 4.419930e-03 | 8.103780e-03 | 47.91 | 57 | 0.8405 | 7.991073e-01 | 50.0000 | 1 | 1.032000 | 2.032000 |  
GRB140719A   |    605612    | -2.633130e+00 | -5.899480e+00 | -6.099320e-01 | 7.235270e-04 | 0.000000e+00 | 1.967380e-03 | 60.34 | 57 | 1.059 | 3.561205e-01 | 50.0000 | 1 | 8.012000 | 9.012000 |  
GRB140716A-2 |    604793    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140716A-1 |    604792    | -1.340550e+00 | -1.736440e+00 | -9.419300e-01 | 4.992470e-02 | 3.808450e-02 | 6.174710e-02 | 42.79 | 57 | 0.7507 | 9.187962e-01 | 50.0000 | 1 | 0.300000 | 1.300000 |  
GRB140713A   |    604232    | -1.458310e+00 | -1.612380e+00 | -1.305260e+00 | 1.562990e-02 | 1.417590e-02 | 1.707560e-02 | 60.40 | 57 | 1.060 | 3.538872e-01 | 50.0000 | 1 | -0.108000 | 0.892000 |  
GRB140710A   |    603954    | -1.657600e+00 | -1.942480e+00 | -1.386940e+00 | 1.127000e-02 | 9.249340e-03 | 1.324990e-02 | 76.71 | 57 | 1.346 | 4.194527e-02 | 50.0000 | 1 | -0.288000 | 0.712000 |  
GRB140709B   |    603866    | -1.640140e+00 | -1.902700e+00 | -1.389040e+00 | 7.022250e-03 | 5.784330e-03 | 8.235770e-03 | 55.12 | 57 | 0.9669 | 5.460780e-01 | 50.0000 | 1 | 123.632000 | 124.632000 |  
GRB140709A   |    603810    | -1.426530e+00 | -1.556070e+00 | -1.296710e+00 | 2.528370e-02 | 2.324330e-02 | 2.732250e-02 | 63.78 | 57 | 1.119 | 2.502787e-01 | 50.0000 | 1 | 15.476000 | 16.476000 |  
GRB140706A   |    603587    | -1.451030e+00 | -1.640130e+00 | -1.263050e+00 | 1.425010e-02 | 1.267110e-02 | 1.582320e-02 | 60.74 | 57 | 1.066 | 3.428417e-01 | 50.0000 | 1 | -0.116000 | 0.884000 |  
GRB140703A   |    603243    | -1.170990e+00 | -1.487410e+00 | -8.364880e-01 | 2.365790e-02 | 1.881470e-02 | 2.843280e-02 | 68.47 | 57 | 1.201 | 1.420289e-01 | 50.0000 | 1 | 0.360000 | 1.360000 |  
GRB140629A   |    602884    | -1.354530e+00 | -1.491410e+00 | -1.217600e+00 | 3.585740e-02 | 3.290920e-02 | 3.880540e-02 | 63.02 | 57 | 1.106 | 2.720353e-01 | 50.0000 | 1 | 12.100000 | 13.100000 |  
GRB140628A   |    602803    | -1.234000e+00 | -1.375400e+00 | -1.092290e+00 | 2.363620e-02 | 2.158120e-02 | 2.568940e-02 | 59.68 | 57 | 1.047 | 3.786134e-01 | 50.0000 | 1 | 0.944000 | 1.944000 |  
GRB140626A   |    602604    | -1.829840e+00 | -2.241880e+00 | -1.458150e+00 | 4.724490e-03 | 3.458670e-03 | 5.930120e-03 | 55.85 | 57 | 0.9797 | 5.184696e-01 | 50.0000 | 1 | 5.684000 | 6.684000 |  
GRB140622A   |    602278    | -1.914680e+00 | -2.643290e+00 | -1.287720e+00 | 4.376520e-03 | 2.436540e-03 | 6.186880e-03 | 37.19 | 57 | 0.6524 | 9.804825e-01 | 50.0000 | 1 | -0.446000 | 0.554000 |  
GRB140619A   |    602080    | -1.319910e+00 | -1.408740e+00 | -1.231370e+00 | 3.501390e-02 | 3.326640e-02 | 3.675940e-02 | 52.57 | 57 | 0.9224 | 6.416465e-01 | 50.0000 | 1 | 219.520000 | 220.520000 |  
GRB140614B   |    601662    | -1.801840e+00 | -2.523280e+00 | -1.149900e+00 | 3.672020e-03 | 2.087780e-03 | 5.106780e-03 | 54.24 | 57 | 0.9515 | 5.793410e-01 | 50.0000 | 1 | 6.928000 | 7.928000 |  
GRB140614A   |    601646    | -7.752890e-01 | -1.719530e+00 | 5.840780e-01 | 2.820820e-03 | 1.198490e-03 | 3.944610e-03 | 62.50 | 57 | 1.096 | 2.873511e-01 | 50.0000 | 1 | 53.120000 | 54.120000 |  
GRB140611A   |    601292    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140610A   |    601259    | -1.360700e+00 | -1.599620e+00 | -1.119870e+00 | 1.135300e-02 | 9.796630e-03 | 1.290710e-02 | 54.35 | 57 | 0.9535 | 5.750773e-01 | 50.0000 | 1 | 0.452000 | 1.452000 |  
GRB140607A   |    601051    | -2.044810e+00 | -2.657140e+00 | -1.504690e+00 | 6.046760e-03 | 3.632030e-03 | 8.361260e-03 | 63.85 | 57 | 1.120 | 2.484648e-01 | 50.0000 | 1 | 31.580000 | 32.580000 |  
GRB140606A   |    600951    | -1.262730e-01 | -6.190380e-01 | 4.979270e-01 | 3.595740e-03 | 2.171420e-03 | 4.955370e-03 | 53.79 | 57 | 0.9436 | 5.964388e-01 | 50.0000 | 1 | -0.342000 | 0.658000 |  
GRB140529A   |  00091901003 | -1.538390e+00 | -1.633340e+00 | -1.444170e+00 | 8.858560e-02 | 8.303330e-02 | 9.413130e-02 | 75.05 | 57 | 1.317 | 5.476264e-02 | 50.0000 | 1 | 0.516000 | 1.516000 |  
GRB140521A   |    599546    | -6.704690e-01 | -8.832250e-01 | -4.455270e-01 | 1.623150e-02 | 1.413720e-02 | 1.826280e-02 | 47.19 | 57 | 0.8278 | 8.198001e-01 | 50.0000 | 1 | 0.644000 | 1.644000 |  
GRB140518A   |    599287    | -1.590720e+00 | -1.823630e+00 | -1.364510e+00 | 7.545770e-03 | 6.366000e-03 | 8.710210e-03 | 56.20 | 57 | 0.9860 | 5.048981e-01 | 50.0000 | 1 | 41.944000 | 42.944000 |  
GRB140516A   |    599188    | -1.814910e+00 | -2.376470e+00 | -1.331740e+00 | 3.611510e-03 | 2.291720e-03 | 4.870300e-03 | 67.41 | 57 | 1.183 | 1.627446e-01 | 50.0000 | 1 | -0.332000 | 0.668000 |  
GRB140515A   |    599037    | -1.700000e+00 | -1.943680e+00 | -1.465030e+00 | 6.816040e-03 | 5.667780e-03 | 7.946790e-03 | 53.67 | 57 | 0.9416 | 6.008223e-01 | 50.0000 | 1 | 1.508000 | 2.508000 |  
GRB140512A   |    598819    | -1.243660e+00 | -1.314070e+00 | -1.173270e+00 | 5.121700e-02 | 4.920900e-02 | 5.322430e-02 | 57.07 | 57 | 1.001 | 4.723094e-01 | 50.0000 | 1 | 121.956000 | 122.956000 |  
GRB140509A   |    598497    | -1.492840e+00 | -1.877020e+00 | -1.103810e+00 | 1.244680e-02 | 9.517440e-03 | 1.537250e-02 | 60.32 | 57 | 1.058 | 3.565690e-01 | 50.0000 | 1 | 1.780000 | 2.780000 |  
GRB140506A   |    598284    | -1.358420e+00 | -1.483170e+00 | -1.233610e+00 | 9.045340e-02 | 8.335310e-02 | 9.755360e-02 | 61.81 | 57 | 1.084 | 3.083586e-01 | 50.0000 | 1 | 0.004000 | 1.004000 |  
GRB140502A   |    597841    | -1.497090e+00 | -1.764000e+00 | -1.235400e+00 | 6.992720e-03 | 5.890630e-03 | 8.076340e-03 | 67.27 | 57 | 1.180 | 1.658211e-01 | 50.0000 | 1 | 1.444000 | 2.444000 |  
GRB140430A   |    597722    | -1.394900e+00 | -1.514810e+00 | -1.275520e+00 | 2.053710e-02 | 1.904570e-02 | 2.202170e-02 | 65.12 | 57 | 1.142 | 2.150654e-01 | 50.0000 | 1 | 2.440000 | 3.440000 |  
GRB140428A   |    597519    | -1.430810e+00 | -1.846500e+00 | -1.017420e+00 | 5.252720e-03 | 3.887300e-03 | 6.602170e-03 | 55.41 | 57 | 0.9720 | 5.350976e-01 | 50.0000 | 1 | 1.300000 | 2.300000 |  
GRB140423A   |    596901    | -1.194150e+00 | -1.381090e+00 | -1.004420e+00 | 1.833070e-02 | 1.627410e-02 | 2.038630e-02 | 70.77 | 57 | 1.242 | 1.038299e-01 | 50.0000 | 1 | 44.188000 | 45.188000 |  
GRB140419A   |    596426    | -1.030150e+00 | -1.109370e+00 | -9.504810e-01 | 3.904560e-02 | 3.729840e-02 | 4.079200e-02 | 52.22 | 57 | 0.9162 | 6.545507e-01 | 50.0000 | 1 | 51.424000 | 52.424000 |  
GRB140414A   |  00084568002 | -8.198640e-01 | -1.014900e+00 | -6.171800e-01 | 1.035600e-02 | 9.185650e-03 | 1.151700e-02 | 60.83 | 57 | 1.067 | 3.396036e-01 | 50.0000 | 1 | -0.234000 | 0.766000 |  
GRB140413A   |    595616    | -1.726200e+00 | -2.103100e+00 | -1.396410e+00 | 2.146610e-02 | 1.620520e-02 | 2.654580e-02 | 53.35 | 57 | 0.9360 | 6.127287e-01 | 50.0000 | 1 | 77.948000 | 78.948000 |  
GRB140412A   |    595608    | -2.128210e+00 | -2.638130e+00 | -1.691690e+00 | 3.858640e-03 | 2.509150e-03 | 5.163530e-03 | 47.97 | 57 | 0.8416 | 7.972031e-01 | 50.0000 | 1 | 7.868000 | 8.868000 |  
GRB140408A   |    595141    | -1.698920e+00 | -2.119520e+00 | -1.294770e+00 | 1.068990e-02 | 8.168730e-03 | 1.312410e-02 | 66.57 | 57 | 1.168 | 1.807173e-01 | 50.0000 | 1 | 0.720000 | 1.720000 |  
GRB140402A   |    594308    | -9.430430e-01 | -1.511100e+00 | -2.993250e-01 | 4.126210e-03 | 2.805200e-03 | 5.398910e-03 | 66.34 | 57 | 1.164 | 1.859108e-01 | 50.0000 | 1 | -0.448000 | 0.552000 |  
GRB140331A   |    594081    | -1.378380e+00 | -2.360710e+00 | -7.940460e-02 | 1.856250e-03 | 9.027710e-04 | 2.753590e-03 | 61.57 | 57 | 1.080 | 3.158105e-01 | 50.0000 | 1 | 188.524000 | 189.524000 |  
GRB140323A   |    592916    | -1.030150e+00 | -1.185810e+00 | -8.704450e-01 | 5.582940e-02 | 5.032970e-02 | 6.130260e-02 | 55.49 | 57 | 0.9735 | 5.319338e-01 | 50.0000 | 1 | 6.420000 | 7.420000 |  
GRB140320A   |    592544    | -1.297880e+00 | -1.766040e+00 | -8.302780e-01 | 5.202990e-03 | 3.986820e-03 | 6.418960e-03 | 61.87 | 57 | 1.085 | 3.064582e-01 | 50.0000 | 1 | -0.356000 | 0.644000 |  
GRB140318A   |    592204    | -1.008860e+00 | -1.523020e+00 | -4.040690e-01 | 4.659140e-03 | 3.145780e-03 | 6.125320e-03 | 87.56 | 57 | 1.536 | 5.733856e-03 | 50.0000 | 1 | 5.480000 | 6.480000 |  
GRB140311B   |    591392    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140311A   |    591390    | -1.727630e+00 | -2.390690e+00 | -1.129260e+00 | 9.559200e-03 | 5.929780e-03 | 1.301130e-02 | 48.61 | 57 | 0.8528 | 7.777975e-01 | 50.0000 | 1 | -2.404000 | -1.404000 |  
GRB140305A   |    590446    | -1.492100e+00 | -1.767790e+00 | -1.223140e+00 | 7.940520e-03 | 6.416030e-03 | 9.453020e-03 | 68.64 | 57 | 1.204 | 1.389875e-01 | 50.0000 | 1 | 0.180000 | 1.180000 |  
GRB140304A   |    590206    | -1.245620e+00 | -1.404050e+00 | -1.085940e+00 | 1.405820e-02 | 1.270820e-02 | 1.540730e-02 | 49.05 | 57 | 0.8605 | 7.640455e-01 | 50.0000 | 1 | 10.224000 | 11.224000 |  
GRB140302A   |    589685    | -8.991310e-01 | -1.057560e+00 | -7.349750e-01 | 1.522320e-02 | 1.374430e-02 | 1.669410e-02 | 51.99 | 57 | 0.9121 | 6.630506e-01 | 50.0000 | 1 | -0.098000 | 0.902000 |  
GRB140301A   |    589590    | -1.443930e+00 | -1.811140e+00 | -1.079000e+00 | 6.594970e-03 | 5.252780e-03 | 7.919360e-03 | 68.62 | 57 | 1.204 | 1.393263e-01 | 50.0000 | 1 | 0.108000 | 1.108000 |  
GRB140215A   |    586680    | -9.278330e-01 | -1.072780e+00 | -7.798920e-01 | 6.877770e-02 | 6.256770e-02 | 7.496050e-02 | 56.57 | 57 | 0.9924 | 4.912277e-01 | 50.0000 | 1 | -0.012000 | 0.988000 |  
GRB140213A   |    586569    | -1.712090e+00 | -1.764760e+00 | -1.659670e+00 | 1.765590e-01 | 1.713700e-01 | 1.817450e-01 | 61.17 | 57 | 1.073 | 3.287060e-01 | 50.0000 | 1 | 0.556000 | 1.556000 |  
GRB140211A   |    586289    | -2.321100e+00 | -2.824520e+00 | -1.900850e+00 | 4.261100e-03 | 2.718620e-03 | 5.797900e-03 | 51.97 | 57 | 0.9118 | 6.636302e-01 | 50.0000 | 1 | 0.904000 | 1.904000 |  
GRB140209A   |    586071    | -1.229660e+00 | -1.272740e+00 | -1.186480e+00 | 3.259540e-01 | 3.175960e-01 | 3.343070e-01 | 58.65 | 57 | 1.029 | 4.146372e-01 | 50.0000 | 1 | 1.692000 | 2.692000 |  
GRB140206A   |    585834    | -1.271010e+00 | -1.309160e+00 | -1.232860e+00 | 1.744500e-01 | 1.705510e-01 | 1.783480e-01 | 100.76 | 57 | 1.7677 | 3.143668e-04 | 50.0000 | 1 | 60.804000 | 61.804000 |  
GRB140129B   |    585149    | -2.232260e+00 | -2.612790e+00 | -1.895850e+00 | 5.385410e-03 | 3.952940e-03 | 6.774140e-03 | 66.21 | 57 | 1.162 | 1.889799e-01 | 50.0000 | 1 | 0.172000 | 1.172000 |  
GRB140129A   |    585128    | -1.616770e+00 | -2.075890e+00 | -1.190870e+00 | 6.754080e-03 | 4.958610e-03 | 8.467540e-03 | 34.97 | 57 | 0.6134 | 9.905602e-01 | 50.0000 | 1 | 1.992000 | 2.992000 |  
GRB140118A   |    584136    | -1.716580e+00 | -1.983790e+00 | -1.461340e+00 | 1.449210e-02 | 1.212770e-02 | 1.679580e-02 | 54.14 | 57 | 0.9498 | 5.831314e-01 | 50.0000 | 1 | 2.984000 | 3.984000 |  
GRB140114A   |    583861    | -2.068900e+00 | -2.387620e+00 | -1.781660e+00 | 6.110380e-03 | 4.751770e-03 | 7.420540e-03 | 44.99 | 57 | 0.7894 | 8.751495e-01 | 50.0000 | 1 | 115.880000 | 116.880000 |  
GRB140108A   |    583338    | -1.424470e+00 | -1.509300e+00 | -1.340050e+00 | 4.955780e-02 | 4.713280e-02 | 5.197920e-02 | 59.19 | 57 | 1.038 | 3.954461e-01 | 50.0000 | 1 | 6.488000 | 7.488000 |  
GRB140103A   |    582773    | -2.568190e+00 | -2.874300e+00 | -2.296190e+00 | 1.010650e-02 | 7.841790e-03 | 1.234230e-02 | 58.24 | 57 | 1.022 | 4.294959e-01 | 50.0000 | 1 | 0.388000 | 1.388000 |  
GRB140102A   |    582760    | -1.035660e+00 | -1.069800e+00 | -1.001400e+00 | 2.578550e-01 | 2.529040e-01 | 2.628000e-01 | 50.31 | 57 | 0.8827 | 7.222342e-01 | 50.0000 | 1 | 1.968000 | 2.968000 |  
GRB131229A   |    582374    | -1.475190e+00 | -1.952620e+00 | -9.907140e-01 | 4.278140e-03 | 3.075060e-03 | 5.458740e-03 | 67.67 | 57 | 1.187 | 1.576194e-01 | 50.0000 | 1 | 7.884000 | 8.884000 |  
GRB131227A   |    582184    | -1.534240e+00 | -1.785070e+00 | -1.292600e+00 | 9.120130e-03 | 7.752090e-03 | 1.046170e-02 | 31.94 | 57 | 0.5603 | 9.970679e-01 | 50.0000 | 1 | 1.608000 | 2.608000 |  
GRB131226A   |    582123    | -1.487320e+00 | -1.558230e+00 | -1.416840e+00 | 8.333460e-02 | 8.009540e-02 | 8.656680e-02 | 46.98 | 57 | 0.8242 | 8.254309e-01 | 50.0000 | 1 | 1.108000 | 2.108000 |  
GRB131224B   |  00032923023 | -1.690290e+00 | -1.861640e+00 | -1.523820e+00 | 1.095980e-02 | 9.691460e-03 | 1.221400e-02 | 56.92 | 57 | 0.9985 | 4.781834e-01 | 50.0000 | 1 | 0.976000 | 1.976000 |  
GRB131205A   |    580267    | -1.202170e+00 | -1.590620e+00 | -8.026950e-01 | 5.679290e-03 | 4.515040e-03 | 6.843080e-03 | 35.68 | 57 | 0.6259 | 9.879541e-01 | 50.0000 | 1 | 19.312000 | 20.312000 |  
GRB131202A   |    579982    | -1.407580e+00 | -1.907290e+00 | -9.110520e-01 | 5.487880e-03 | 3.978170e-03 | 6.991010e-03 | 49.74 | 57 | 0.8726 | 7.415663e-01 | 50.0000 | 1 | 1.644000 | 2.644000 |  
GRB131128A   |    579683    | -1.800530e+00 | -1.975090e+00 | -1.633560e+00 | 1.953730e-02 | 1.722540e-02 | 2.181910e-02 | 63.45 | 57 | 1.113 | 2.597171e-01 | 50.0000 | 1 | 0.096000 | 1.096000 |  
GRB131127A   |    579571    | -1.333740e+00 | -1.670380e+00 | -9.964650e-01 | 1.075990e-02 | 8.805450e-03 | 1.270970e-02 | 53.58 | 57 | 0.9399 | 6.043442e-01 | 50.0000 | 1 | -0.536000 | 0.464000 |  
GRB131120A   |    578227    | -1.626820e+00 | -2.330530e+00 | -9.210200e-01 | 4.178820e-03 | 2.480010e-03 | 5.820300e-03 | 39.65 | 57 | 0.6956 | 9.610825e-01 | 50.0000 | 1 | 49.396000 | 50.396000 |  
GRB131117A   |    577968    | -1.578590e+00 | -1.890180e+00 | -1.279470e+00 | 5.206810e-03 | 4.080150e-03 | 6.321120e-03 | 60.31 | 57 | 1.058 | 3.569044e-01 | 50.0000 | 1 | -0.236000 | 0.764000 |  
GRB131110A   |  00020326002 | -1.102240e+00 | -1.402250e+00 | -7.910940e-01 | 7.652530e-03 | 6.376710e-03 | 8.923310e-03 | 56.15 | 57 | 0.9851 | 5.069617e-01 | 50.0000 | 1 | 32.300000 | 33.300000 |  
