#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XXkeV: Photon flux in XX - XX keV, with unit of (number of photons)/cm^2/s.
## XX_XXkeV_low: The lower limit of photon flux in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of photon flux in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB110102A   |    441454    | 2.013330e+00 | 1.874130e+00 | 2.156170e+00 | 2.449470e+00 | 2.348030e+00 | 2.550380e+00 | 2.159650e+00 | 2.072980e+00 | 2.245920e+00 | 1.142790e+00 | 1.068670e+00 | 1.218550e+00 | 3.275670e+00 | 2.994620e+00 | 3.573510e+00 | 7.765230e+00 | 7.490490e+00 | 8.040360e+00 | 9.898120e+00 | 9.536140e+00 | 1.026290e+01 | 1 | 208.760000 | 209.760000 |  
GRB101225A   |    441015    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101224A   |    440955    | 1.163520e-01 | 5.210270e-02 | 1.994090e-01 | 1.880840e-01 | 1.134810e-01 | 2.622910e-01 | 2.298840e-01 | 1.703070e-01 | 2.893860e-01 | 1.574780e-01 | 1.014720e-01 | 2.193200e-01 | 5.527650e-01 | 3.020540e-01 | 9.381140e-01 | 6.917970e-01 | 4.992790e-01 | 8.879610e-01 | 1.087100e+00 | 7.849610e-01 | 1.433020e+00 | 1 | -0.338000 | 0.662000 |  
GRB101219B   |    440635    | 6.339340e-01 | 3.087510e-01 | 1.006600e+00 | 5.600070e-01 | 3.267110e-01 | 7.939870e-01 | 3.398190e-01 | 2.104590e-01 | 4.686410e-01 | 1.327520e-01 | 7.215670e-02 | 1.964930e-01 | 3.117440e-01 | 1.529060e-01 | 4.996450e-01 | 1.667750e+00 | 9.873260e-01 | 2.364770e+00 | 1.848950e+00 | 1.143060e+00 | 2.570050e+00 | 1 | 26.836000 | 27.836000 |  
GRB101219A   |    440606    | 1.203450e-04 | N/A | N/A | 5.805070e-03 | 5.510040e-03 | 7.183640e-03 | 2.614470e-02 | N/A | N/A | 2.122120e-01 | 2.141770e-01 | 2.665470e-01 | 3.976800e+00 | N/A | N/A | 2.803240e-01 | 2.824250e-01 | 3.535040e-01 | 3.176930e+00 | N/A | N/A | 1 | -0.016000 | 0.984000 |  
GRB101213A   |    440285    | 5.844880e-01 | 4.205330e-01 | 7.663740e-01 | 7.142210e-01 | 5.798520e-01 | 8.470380e-01 | 6.328930e-01 | 5.292510e-01 | 7.357260e-01 | 3.362580e-01 | 2.564610e-01 | 4.217800e-01 | 9.666630e-01 | 6.792220e-01 | 1.319560e+00 | 2.267810e+00 | 1.903210e+00 | 2.635140e+00 | 2.898270e+00 | 2.450440e+00 | 3.350280e+00 | 1 | -0.300000 | 0.700000 |  
GRB101204A   |    439806    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101201A   |    439596    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101129A   |    439471    | 3.229420e-01 | 9.350430e-02 | 6.751530e-01 | 4.499110e-01 | 0.000000e+00 | 6.829560e-01 | 4.637920e-01 | 2.927760e-01 | 6.267160e-01 | 2.779000e-01 | 0.000000e+00 | 4.454930e-01 | 8.748360e-01 | 2.983390e-01 | 1.887750e+00 | 1.514540e+00 | 9.345870e-01 | 2.114900e+00 | 2.111540e+00 | 1.361410e+00 | 2.936850e+00 | 1 | -0.367000 | 0.633000 |  
GRB101117B   |    438675    | 1.445570e+00 | 1.278300e+00 | 1.618960e+00 | 1.476060e+00 | 1.368260e+00 | 1.583220e+00 | 1.061540e+00 | 9.707790e-01 | 1.151540e+00 | 4.767480e-01 | 4.137950e-01 | 5.426770e-01 | 1.220220e+00 | 1.018940e+00 | 1.443440e+00 | 4.459910e+00 | 4.152470e+00 | 4.767680e+00 | 5.203370e+00 | 4.847590e+00 | 5.560800e+00 | 1 | 0.732000 | 1.732000 |  
GRB101114A   |    438392    | 4.540260e-01 | 3.084070e-01 | 6.170190e-01 | 5.805630e-01 | 4.610100e-01 | 6.961700e-01 | 5.421890e-01 | 4.443480e-01 | 6.379250e-01 | 3.003770e-01 | 2.174630e-01 | 3.912720e-01 | 8.905980e-01 | 5.799440e-01 | 1.297920e+00 | 1.877160e+00 | 1.564700e+00 | 2.190720e+00 | 2.467380e+00 | 2.050810e+00 | 2.900000e+00 | 1 | 1.900000 | 2.900000 |  
GRB101030A   |    437408    | 4.093320e-01 | 3.315280e-01 | 4.902330e-01 | 3.643720e-01 | 3.177020e-01 | 4.109930e-01 | 2.231050e-01 | 1.784500e-01 | 2.678680e-01 | 8.788800e-02 | 6.210510e-02 | 1.174360e-01 | 2.071510e-01 | 1.357360e-01 | 2.983330e-01 | 1.084700e+00 | 9.461180e-01 | 1.223280e+00 | 1.203960e+00 | 1.043800e+00 | 1.366100e+00 | 1 | 0.224000 | 1.224000 |  
GRB101024A   |    437016    | 1.905680e+00 | 1.764510e+00 | 2.049980e+00 | 1.885510e+00 | 1.794910e+00 | 1.975860e+00 | 1.306960e+00 | 1.234350e+00 | 1.379330e+00 | 5.696900e-01 | 5.214700e-01 | 6.194100e-01 | 1.430060e+00 | 1.278830e+00 | 1.591360e+00 | 5.667800e+00 | 5.406680e+00 | 5.929160e+00 | 6.528160e+00 | 6.233640e+00 | 6.822930e+00 | 1 | 9.392000 | 10.392000 |  
GRB101023A   |    436981    | 5.247690e+00 | 5.017980e+00 | 5.481800e+00 | 6.583580e+00 | 6.410620e+00 | 6.756170e+00 | 6.014560e+00 | 5.879820e+00 | 6.149010e+00 | 3.274210e+00 | 3.155460e+00 | 3.394240e+00 | 9.582250e+00 | 9.110950e+00 | 1.006900e+01 | 2.112000e+01 | 2.066340e+01 | 2.157730e+01 | 2.742800e+01 | 2.684480e+01 | 2.801430e+01 | 1 | 57.344000 | 58.344000 |  
GRB101020A   |    436737    | 2.031270e-01 | 8.434380e-02 | 3.531960e-01 | 1.998210e-01 | 1.163540e-01 | 2.802190e-01 | 1.375740e-01 | 6.881840e-02 | 2.024210e-01 | 5.963740e-02 | 1.990000e-02 | 1.111260e-01 | 1.491780e-01 | 0.000000e+00 | 3.484540e-01 | 6.001590e-01 | 3.683040e-01 | 8.344110e-01 | 6.896990e-01 | 4.302390e-01 | 9.513810e-01 | 1 | -15.364000 | -14.364000 |  
GRB101017A   |    436429    | 2.245630e+00 | 2.057350e+00 | 2.439870e+00 | 2.875320e+00 | 2.726440e+00 | 3.023390e+00 | 2.689420e+00 | 2.557650e+00 | 2.820510e+00 | 1.491810e+00 | 1.377430e+00 | 1.608800e+00 | 4.427200e+00 | 3.978440e+00 | 4.905930e+00 | 9.302150e+00 | 8.892870e+00 | 9.711710e+00 | 1.223750e+01 | 1.166370e+01 | 1.281790e+01 | 1 | 2.580000 | 3.580000 |  
GRB101011A   |    436094    | 3.729380e-01 | 2.989710e-01 | 4.510130e-01 | 4.304610e-01 | 3.751600e-01 | 4.851540e-01 | 3.570680e-01 | 3.067780e-01 | 4.069590e-01 | 1.799330e-01 | 1.421730e-01 | 2.208730e-01 | 4.980400e-01 | 3.683410e-01 | 6.540970e-01 | 1.340400e+00 | 1.183340e+00 | 1.497590e+00 | 1.658490e+00 | 1.455160e+00 | 1.865940e+00 | 1 | -0.224000 | 0.776000 |  
GRB101008A   |    435903    | 4.238550e-01 | 3.134130e-01 | 5.436650e-01 | 5.005460e-01 | 4.184270e-01 | 5.803630e-01 | 4.263600e-01 | 3.593500e-01 | 4.919740e-01 | 2.194680e-01 | 1.662570e-01 | 2.773560e-01 | 6.166980e-01 | 4.287620e-01 | 8.523840e-01 | 1.570230e+00 | 1.351370e+00 | 1.790200e+00 | 1.967460e+00 | 1.694750e+00 | 2.244970e+00 | 1 | -0.436000 | 0.564000 |  
GRB100928A   |    435160    | 1.138110e+00 | 8.188440e-01 | 1.479060e+00 | 7.970580e-01 | 6.448770e-01 | 9.492370e-01 | 3.674070e-01 | 2.500880e-01 | 4.851910e-01 | 1.144470e-01 | 6.252860e-02 | 1.793150e-01 | 2.366740e-01 | 1.159860e-01 | 4.115520e-01 | 2.417030e+00 | 1.945190e+00 | 2.890230e+00 | 2.539250e+00 | 2.054210e+00 | 3.024400e+00 | 1 | 1.308000 | 2.308000 |  
GRB100924A   |    434843    | 1.128200e+00 | 9.556600e-01 | 1.310080e+00 | 1.392090e+00 | 1.256020e+00 | 1.526800e+00 | 1.247580e+00 | 1.130330e+00 | 1.363820e+00 | 6.688410e-01 | 5.734580e-01 | 7.683520e-01 | 1.935490e+00 | 1.580530e+00 | 2.334780e+00 | 4.436700e+00 | 4.060560e+00 | 4.813320e+00 | 5.703320e+00 | 5.205130e+00 | 6.208340e+00 | 1 | 44.460000 | 45.460000 |  
GRB100917A   |    434360    | 2.235550e-01 | 1.253900e-01 | 3.295830e-01 | 2.045240e-01 | 1.471020e-01 | 2.610570e-01 | 1.293280e-01 | 7.396340e-02 | 1.837650e-01 | 5.230240e-02 | 2.180580e-02 | 9.425710e-02 | 1.252670e-01 | 4.357100e-02 | 2.724850e-01 | 6.097100e-01 | 4.424350e-01 | 7.770590e-01 | 6.826790e-01 | 4.907200e-01 | 8.792460e-01 | 1 | 3.220000 | 4.220000 |  
GRB100915A   |    434178    | 1.686440e-01 | 0.000000e+00 | 3.439390e-01 | 1.576800e-01 | 8.119230e-02 | 2.158860e-01 | 1.023500e-01 | 0.000000e+00 | 1.652510e-01 | 4.221470e-02 | 0.000000e+00 | 1.075960e-01 | 1.027510e-01 | 0.000000e+00 | 4.025950e-01 | 4.708990e-01 | 2.960730e-01 | 6.421270e-01 | 5.322180e-01 | 3.300580e-01 | 7.498900e-01 | 1 | 8.760000 | 9.760000 |  
GRB100906A   |    433509    | 3.130060e+00 | 2.906090e+00 | 3.359750e+00 | 3.345290e+00 | 3.196930e+00 | 3.493010e+00 | 2.537370e+00 | 2.421350e+00 | 2.652840e+00 | 1.189720e+00 | 1.104170e+00 | 1.277260e+00 | 3.133510e+00 | 2.844560e+00 | 3.439620e+00 | 1.020240e+01 | 9.788850e+00 | 1.061660e+01 | 1.214610e+01 | 1.167340e+01 | 1.261940e+01 | 1 | 10.480000 | 11.480000 |  
GRB100905A   |    433442    | 1.187340e-01 | 7.800880e-02 | 1.653170e-01 | 1.736370e-01 | 1.329550e-01 | 2.139660e-01 | 1.892620e-01 | 1.541770e-01 | 2.241830e-01 | 1.185080e-01 | 8.765190e-02 | 1.517530e-01 | 3.862790e-01 | 2.582950e-01 | 5.511160e-01 | 6.001380e-01 | 4.888760e-01 | 7.120890e-01 | 8.679660e-01 | 7.013820e-01 | 1.043600e+00 | 1 | 0.032000 | 1.032000 |  
GRB100904A   |    433273    | 5.413260e-01 | 4.054290e-01 | 6.856410e-01 | 5.252070e-01 | 4.354020e-01 | 6.144070e-01 | 3.558180e-01 | 2.802150e-01 | 4.310680e-01 | 1.522400e-01 | 1.057430e-01 | 2.048950e-01 | 3.776510e-01 | 2.412060e-01 | 5.532650e-01 | 1.574550e+00 | 1.313340e+00 | 1.836140e+00 | 1.799930e+00 | 1.500560e+00 | 2.101200e+00 | 1 | 2.300000 | 3.300000 |  
GRB100902A   |    433160    | 3.464520e-01 | 2.628590e-01 | 4.349770e-01 | 3.227990e-01 | 2.719380e-01 | 3.734340e-01 | 2.085350e-01 | 1.609050e-01 | 2.560300e-01 | 8.583270e-02 | 5.715030e-02 | 1.193820e-01 | 2.078010e-01 | 1.261950e-01 | 3.172960e-01 | 9.636220e-01 | 8.140840e-01 | 1.113240e+00 | 1.085590e+00 | 9.123950e-01 | 1.261140e+00 | 1 | 207.888000 | 208.888000 |  
GRB100901A   |    433065    | 3.224940e-01 | 1.805230e-01 | 4.755260e-01 | 2.655130e-01 | 1.912580e-01 | 3.392020e-01 | 1.482830e-01 | 7.947040e-02 | 2.153120e-01 | 5.416000e-02 | 2.035140e-02 | 1.013320e-01 | 1.220960e-01 | 3.813180e-02 | 2.752110e-01 | 7.904440e-01 | 5.692330e-01 | 1.011420e+00 | 8.584190e-01 | 6.188860e-01 | 1.099160e+00 | 1 | -1.808000 | -0.808000 |  
GRB100823A   |    432420    | 4.581430e-01 | 3.709930e-01 | 5.474710e-01 | 3.169710e-01 | 2.705300e-01 | 3.629630e-01 | 1.440060e-01 | 1.052770e-01 | 1.842020e-01 | 4.431790e-02 | 2.739690e-02 | 6.525460e-02 | 9.107980e-02 | 5.180580e-02 | 1.453580e-01 | 9.634370e-01 | 8.275610e-01 | 1.099320e+00 | 1.010200e+00 | 8.650080e-01 | 1.156060e+00 | 1 | 0.140000 | 1.140000 |  
GRB100816A   |    431764    | 7.078780e-04 | N/A | N/A | 8.480710e-03 | N/A | N/A | 1.232450e-01 | N/A | N/A | 3.032290e-01 | N/A | N/A | 1.096320e+01 | N/A | N/A | 5.741270e-01 | N/A | N/A | 1.071450e+01 | N/A | N/A | 1 | 0.104000 | 1.104000 |  
GRB100814A   |    431605    | 3.831920e-01 | 3.301100e-01 | 4.395180e-01 | 6.604910e-01 | 6.017680e-01 | 7.191130e-01 | 8.685730e-01 | 8.166020e-01 | 9.205170e-01 | 6.299250e-01 | 5.758570e-01 | 6.849410e-01 | 2.322020e+00 | 2.039500e+00 | 2.630070e+00 | 2.542180e+00 | 2.383750e+00 | 2.700920e+00 | 4.234280e+00 | 3.934310e+00 | 4.545410e+00 | 1 | 4.208000 | 5.208000 |  
GRB100807A   |    431128    | 6.543690e-01 | 5.255740e-01 | 7.895120e-01 | 6.110140e-01 | 5.307920e-01 | 6.907490e-01 | 3.957400e-01 | 3.300760e-01 | 4.608350e-01 | 1.632230e-01 | 1.232970e-01 | 2.070410e-01 | 3.956750e-01 | 2.798890e-01 | 5.358290e-01 | 1.824340e+00 | 1.590400e+00 | 2.058590e+00 | 2.056780e+00 | 1.796090e+00 | 2.318300e+00 | 1 | -0.340000 | 0.660000 |  
GRB100805A   |    430957    | 2.550390e-01 | 1.365530e-01 | 3.888430e-01 | 2.353500e-01 | 1.588060e-01 | 3.108740e-01 | 1.503390e-01 | 8.623360e-02 | 2.138010e-01 | 6.131090e-02 | 2.613550e-02 | 1.071150e-01 | 1.475960e-01 | 5.284230e-02 | 3.064230e-01 | 7.020340e-01 | 4.795560e-01 | 9.251440e-01 | 7.883100e-01 | 5.394860e-01 | 1.039310e+00 | 1 | 1.972000 | 2.972000 |  
GRB100802A   |    430603    | 2.047400e-01 | 1.495760e-01 | 2.656650e-01 | 2.802700e-01 | 2.301440e-01 | 3.297640e-01 | 2.831500e-01 | 2.418670e-01 | 3.241720e-01 | 1.669710e-01 | 1.316060e-01 | 2.045260e-01 | 5.191380e-01 | 3.777920e-01 | 6.911220e-01 | 9.351300e-01 | 7.999740e-01 | 1.070930e+00 | 1.287270e+00 | 1.099360e+00 | 1.480740e+00 | 1 | -0.076000 | 0.924000 |  
GRB100728B   |    430172    | 1.173010e+00 | 8.961800e-01 | 1.467200e+00 | 1.155750e+00 | 9.694420e-01 | 1.340250e+00 | 7.972040e-01 | 6.578990e-01 | 9.352000e-01 | 3.461070e-01 | 2.591360e-01 | 4.405720e-01 | 8.666300e-01 | 6.050310e-01 | 1.183180e+00 | 3.472070e+00 | 2.938450e+00 | 4.007460e+00 | 3.992570e+00 | 3.402350e+00 | 4.583090e+00 | 1 | -0.652000 | 0.348000 |  
GRB100728A   |    430151    | 8.323610e-01 | 7.528840e-01 | 9.149800e-01 | 1.353420e+00 | 1.274450e+00 | 1.431920e+00 | 1.665370e+00 | 1.595590e+00 | 1.734870e+00 | 1.146830e+00 | 1.071290e+00 | 1.223680e+00 | 4.043430e+00 | 3.665100e+00 | 4.448670e+00 | 4.997980e+00 | 4.790610e+00 | 5.205660e+00 | 7.894570e+00 | 7.499740e+00 | 8.301680e+00 | 1 | 28.264000 | 29.264000 |  
GRB100727A   |    430094    | 4.504610e-01 | 3.797920e-01 | 5.235870e-01 | 3.991360e-01 | 3.569650e-01 | 4.412780e-01 | 2.430690e-01 | 2.043090e-01 | 2.820770e-01 | 9.532840e-02 | 7.278840e-02 | 1.205600e-01 | 2.240900e-01 | 1.612030e-01 | 3.008080e-01 | 1.187990e+00 | 1.062850e+00 | 1.313140e+00 | 1.316750e+00 | 1.174020e+00 | 1.460590e+00 | 1 | 1.332000 | 2.332000 |  
GRB100725B   |    429969    | 6.748480e-01 | 6.006910e-01 | 7.513500e-01 | 7.393010e-01 | 6.886190e-01 | 7.896650e-01 | 5.771280e-01 | 5.308910e-01 | 6.230750e-01 | 2.769610e-01 | 2.425800e-01 | 3.130420e-01 | 7.410530e-01 | 6.249070e-01 | 8.701060e-01 | 2.268230e+00 | 2.123950e+00 | 2.412590e+00 | 2.732320e+00 | 2.551520e+00 | 2.914800e+00 | 1 | 132.408000 | 133.408000 |  
GRB100725A   |    429954    | 1.667890e-01 | 1.043310e-01 | 2.374120e-01 | 2.149040e-01 | 1.624610e-01 | 2.651720e-01 | 2.024720e-01 | 1.591250e-01 | 2.447750e-01 | 1.129600e-01 | 7.654400e-02 | 1.537840e-01 | 3.366760e-01 | 2.017150e-01 | 5.242500e-01 | 6.971250e-01 | 5.603590e-01 | 8.343540e-01 | 9.208410e-01 | 7.363580e-01 | 1.114580e+00 | 1 | 8.584000 | 9.584000 |  
GRB100724A   |    429868    | 7.742900e-01 | 6.415420e-01 | 9.116640e-01 | 6.353390e-01 | 5.558850e-01 | 7.147900e-01 | 3.534130e-01 | 2.856650e-01 | 4.220580e-01 | 1.286610e-01 | 9.312600e-02 | 1.690790e-01 | 2.895240e-01 | 1.965470e-01 | 4.052560e-01 | 1.891690e+00 | 1.655050e+00 | 2.128340e+00 | 2.052520e+00 | 1.790530e+00 | 2.315960e+00 | 1 | 0.088000 | 1.088000 |  
GRB100719A   |    429357    | 1.413460e-01 | 7.179540e-02 | 2.248250e-01 | 1.790150e-01 | 1.189690e-01 | 2.363330e-01 | 1.653420e-01 | 1.142430e-01 | 2.147560e-01 | 9.079700e-02 | 5.023920e-02 | 1.384630e-01 | 2.674460e-01 | 1.245010e-01 | 4.918820e-01 | 5.765000e-01 | 4.183580e-01 | 7.357010e-01 | 7.531490e-01 | 5.417070e-01 | 9.802400e-01 | 1 | 2.064000 | 3.064000 |  
GRB100704A   |    426722    | 9.488870e-01 | 8.543420e-01 | 1.046940e+00 | 1.291140e+00 | 1.210590e+00 | 1.371150e+00 | 1.295360e+00 | 1.225550e+00 | 1.364870e+00 | 7.596780e-01 | 6.967820e-01 | 8.240260e-01 | 2.351900e+00 | 2.091520e+00 | 2.631850e+00 | 4.295060e+00 | 4.075910e+00 | 4.514410e+00 | 5.887290e+00 | 5.567230e+00 | 6.211960e+00 | 1 | 0.756000 | 1.756000 |  
GRB100702A   |    426438    | 7.791060e-01 | 6.360590e-01 | 9.309370e-01 | 7.360210e-01 | 6.500260e-01 | 8.212350e-01 | 4.832700e-01 | 4.168230e-01 | 5.489530e-01 | 2.015610e-01 | 1.591540e-01 | 2.474100e-01 | 4.920180e-01 | 3.658580e-01 | 6.413860e-01 | 2.199950e+00 | 1.953160e+00 | 2.447760e+00 | 2.490400e+00 | 2.223570e+00 | 2.757360e+00 | 1 | -0.516000 | 0.484000 |  
GRB100628A   |    426114    | 6.624610e-02 | 2.782470e-02 | 1.202780e-01 | 1.195610e-01 | 6.804410e-02 | 1.741850e-01 | 1.656810e-01 | 1.184500e-01 | 2.128850e-01 | 1.251090e-01 | 8.001570e-02 | 1.738490e-01 | 4.780050e-01 | 2.571440e-01 | 8.080140e-01 | 4.766180e-01 | 3.326070e-01 | 6.248960e-01 | 8.305130e-01 | 5.707700e-01 | 1.135480e+00 | 1 | -0.482000 | 0.518000 |  
GRB100625A   |    425647    | 5.305890e-01 | 4.572900e-01 | 6.080160e-01 | 7.544390e-01 | 6.902960e-01 | 8.180000e-01 | 7.961950e-01 | 7.405160e-01 | 8.515590e-01 | 4.860020e-01 | 4.324000e-01 | 5.416120e-01 | 1.552420e+00 | 1.320950e+00 | 1.810960e+00 | 2.567230e+00 | 2.397260e+00 | 2.737480e+00 | 3.633650e+00 | 3.367870e+00 | 3.908090e+00 | 1 | -0.368000 | 0.632000 |  
GRB100621A   |    425151    | 4.546370e+00 | 4.322510e+00 | 4.774670e+00 | 4.380760e+00 | 4.249280e+00 | 4.511910e+00 | 2.943880e+00 | 2.850120e+00 | 3.037350e+00 | 1.251260e+00 | 1.187250e+00 | 1.316380e+00 | 3.090860e+00 | 2.889380e+00 | 3.300840e+00 | 1.312220e+01 | 1.274830e+01 | 1.349690e+01 | 1.496180e+01 | 1.456920e+01 | 1.535440e+01 | 1 | 24.464000 | 25.464000 |  
GRB100619A   |    424998    | 1.714740e+00 | 1.577720e+00 | 1.855310e+00 | 1.520470e+00 | 1.446220e+00 | 1.594490e+00 | 9.267310e-01 | 8.664750e-01 | 9.866260e-01 | 3.637000e-01 | 3.261950e-01 | 4.028320e-01 | 8.553060e-01 | 7.463720e-01 | 9.736280e-01 | 4.525650e+00 | 4.307490e+00 | 4.744280e+00 | 5.017250e+00 | 4.784400e+00 | 5.250150e+00 | 1 | 87.088000 | 88.088000 |  
GRB100615A   |    424733    | 1.984410e+00 | 1.841610e+00 | 2.130600e+00 | 1.860430e+00 | 1.778520e+00 | 1.942060e+00 | 1.210680e+00 | 1.144850e+00 | 1.276290e+00 | 5.012770e-01 | 4.579580e-01 | 5.461940e-01 | 1.218080e+00 | 1.086410e+00 | 1.359480e+00 | 5.556780e+00 | 5.319990e+00 | 5.793920e+00 | 6.273570e+00 | 6.016250e+00 | 6.530970e+00 | 1 | 10.256000 | 11.256000 |  
GRB100614A   |    424716    | 1.670010e-01 | 7.902220e-02 | 2.769050e-01 | 2.110470e-01 | 1.345950e-01 | 2.837710e-01 | 1.944370e-01 | 1.277050e-01 | 2.578750e-01 | 1.065620e-01 | 5.360010e-02 | 1.690160e-01 | 3.134100e-01 | 1.292450e-01 | 6.123640e-01 | 6.790470e-01 | 4.787830e-01 | 8.805990e-01 | 8.858900e-01 | 6.163390e-01 | 1.180520e+00 | 1 | 31.000000 | 32.000000 |  
GRB100606A   |    424031    | 7.786560e-01 | 5.819700e-01 | 9.972540e-01 | 1.106920e+00 | 9.253330e-01 | 1.286390e+00 | 1.167880e+00 | 1.029850e+00 | 1.305250e+00 | 7.127370e-01 | 5.863160e-01 | 8.448780e-01 | 2.276310e+00 | 1.737490e+00 | 2.917610e+00 | 3.766180e+00 | 3.298800e+00 | 4.236690e+00 | 5.329760e+00 | 4.681720e+00 | 5.996450e+00 | 1 | 0.196000 | 1.196000 |  
GRB100526B   |    423184    | 4.829660e-02 | 1.207750e-02 | 1.043190e-01 | 7.882610e-02 | 0.000000e+00 | 1.232100e-01 | 9.741050e-02 | 5.894830e-02 | 1.348590e-01 | 6.730520e-02 | 2.944210e-02 | 1.125420e-01 | 2.379740e-01 | 7.788020e-02 | 5.735350e-01 | 2.918390e-01 | 1.773730e-01 | 4.081860e-01 | 4.625070e-01 | 2.682390e-01 | 7.473110e-01 | 1 | 2.648000 | 3.648000 |  
GRB100526A   |    423181    | 2.749110e-01 | 1.275820e-01 | 4.443300e-01 | 2.448650e-01 | 1.457960e-01 | 3.432450e-01 | 1.500330e-01 | 7.249900e-02 | 2.288650e-01 | 5.914280e-02 | 2.011360e-02 | 1.125430e-01 | 1.394510e-01 | 0.000000e+00 | 3.199380e-01 | 7.289540e-01 | 4.379360e-01 | 1.021120e+00 | 8.092880e-01 | 4.884410e-01 | 1.133390e+00 | 1 | 69.904000 | 70.904000 |  
GRB100522A   |    422783    | 4.154560e-02 | 0.000000e+00 | 1.330110e-01 | 1.410340e-02 | 0.000000e+00 | 6.653440e-02 | 2.620610e-03 | 0.000000e+00 | 4.731150e-02 | 3.904190e-04 | 0.000000e+00 | 5.611360e-02 | 6.150090e-04 | 0.000000e+00 | 7.039390e-01 | 5.862030e-02 | 0.000000e+00 | 2.049440e-01 | 5.673590e-02 | 0.000000e+00 | 7.310260e-01 | 1 | 8.356000 | 9.356000 |  
GRB100514A   |    421962    | 2.768660e-01 | 1.881950e-01 | 3.705920e-01 | 2.232130e-01 | 1.707330e-01 | 2.756590e-01 | 1.216060e-01 | 7.622970e-02 | 1.684960e-01 | 4.351650e-02 | 2.143580e-02 | 7.254080e-02 | 9.697780e-02 | 4.187220e-02 | 1.834330e-01 | 6.651950e-01 | 5.090540e-01 | 8.213380e-01 | 7.186570e-01 | 5.462530e-01 | 8.931340e-01 | 1 | 6.208000 | 7.208000 |  
GRB100513A   |    421814    | 1.611720e-01 | 9.321680e-02 | 2.373280e-01 | 1.842240e-01 | 1.324630e-01 | 2.340450e-01 | 1.510890e-01 | 1.066480e-01 | 1.943870e-01 | 7.544530e-02 | 4.368540e-02 | 1.131730e-01 | 2.074920e-01 | 1.039930e-01 | 3.635470e-01 | 5.719300e-01 | 4.305390e-01 | 7.137890e-01 | 7.039770e-01 | 5.279240e-01 | 8.857000e-01 | 1 | 1.088000 | 2.088000 |  
GRB100508A   |    421386    | 1.150250e-01 | 4.974290e-02 | 1.975820e-01 | 1.459690e-01 | 8.729430e-02 | 2.022040e-01 | 1.351350e-01 | 8.809280e-02 | 1.807000e-01 | 7.434600e-02 | 3.765420e-02 | 1.178310e-01 | 2.192900e-01 | 9.118180e-02 | 4.313860e-01 | 4.704760e-01 | 3.176730e-01 | 6.250490e-01 | 6.154200e-01 | 4.183320e-01 | 8.247190e-01 | 1 | 30.600000 | 31.600000 |  
GRB100504A   |    421124    | 6.020740e-01 | 5.013210e-01 | 7.077610e-01 | 5.618100e-01 | 5.024470e-01 | 6.208960e-01 | 3.635870e-01 | 3.097750e-01 | 4.171890e-01 | 1.498640e-01 | 1.160820e-01 | 1.872620e-01 | 3.631440e-01 | 2.644150e-01 | 4.828630e-01 | 1.677330e+00 | 1.503850e+00 | 1.851030e+00 | 1.890610e+00 | 1.692980e+00 | 2.089510e+00 | 1 | 7.592000 | 8.592000 |  
GRB100427A   |    420547    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
