#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XXkeV: Photon flux in XX - XX keV, with unit of (number of photons)/cm^2/s.
## XX_XXkeV_low: The lower limit of photon flux in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of photon flux in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB151027B   |    661869    | 1.191850e-01 | 0.000000e+00 | 3.241780e-01 | 8.394200e-02 | 0.000000e+00 | 1.906870e-01 | 3.895330e-02 | 0.000000e+00 | 1.268700e-01 | 1.220220e-02 | 0.000000e+00 | 7.771330e-02 | 2.530880e-02 | 0.000000e+00 | 7.868480e-01 | 2.542840e-01 | 0.000000e+00 | 5.732880e-01 | 2.672800e-01 | 0.000000e+00 | 6.139760e-01 | 1 | 40.500000 | 41.500000 |  
GRB151027A   |    661775    | 1.860740e+00 | 1.574770e+00 | 2.162710e+00 | 2.186620e+00 | 1.974480e+00 | 2.396180e+00 | 1.851910e+00 | 1.693520e+00 | 2.008900e+00 | 9.489040e-01 | 8.233740e-01 | 1.078900e+00 | 2.657690e+00 | 2.202270e+00 | 3.166000e+00 | 6.848180e+00 | 6.278860e+00 | 7.419910e+00 | 8.556970e+00 | 7.886160e+00 | 9.231140e+00 | 1 | 0.204000 | 1.204000 |  
GRB151023A   |    661253    | 4.726690e-01 | 3.645650e-01 | 5.855570e-01 | 3.462270e-01 | 2.945790e-01 | 3.978310e-01 | 1.683480e-01 | 1.220880e-01 | 2.154140e-01 | 5.482390e-02 | 3.293580e-02 | 8.213370e-02 | 1.160370e-01 | 6.334730e-02 | 1.913160e-01 | 1.042080e+00 | 8.858810e-01 | 1.198410e+00 | 1.103290e+00 | 9.384080e-01 | 1.268710e+00 | 1 | 0.236000 | 1.236000 |  
GRB151022A   |    661036    | 2.165750e-01 | 1.048970e-01 | 3.471750e-01 | 2.314400e-01 | 1.477660e-01 | 3.119450e-01 | 1.755210e-01 | 1.103750e-01 | 2.389300e-01 | 8.228870e-02 | 4.021210e-02 | 1.338240e-01 | 2.167180e-01 | 8.896920e-02 | 4.239690e-01 | 7.058230e-01 | 4.771330e-01 | 9.363070e-01 | 8.402480e-01 | 5.769940e-01 | 1.105780e+00 | 1 | 10.372000 | 11.372000 |  
GRB151021A   |    660671    | 3.035370e+00 | 2.581280e+00 | 3.510910e+00 | 3.203030e+00 | 2.907150e+00 | 3.495940e+00 | 2.393630e+00 | 2.124630e+00 | 2.658210e+00 | 1.108920e+00 | 9.148120e-01 | 1.314590e+00 | 2.897190e+00 | 2.266030e+00 | 3.621700e+00 | 9.740970e+00 | 8.901940e+00 | 1.058100e+01 | 1.152930e+01 | 1.051050e+01 | 1.255740e+01 | 1 | -0.132000 | 0.868000 |  
GRB151006A   |    657750    | 8.110530e-01 | 7.195680e-01 | 9.052370e-01 | 8.743990e-01 | 8.111720e-01 | 9.373330e-01 | 6.699830e-01 | 6.105040e-01 | 7.291810e-01 | 3.167220e-01 | 2.739100e-01 | 3.618640e-01 | 8.388120e-01 | 6.974500e-01 | 9.969520e-01 | 2.672140e+00 | 2.488890e+00 | 2.855440e+00 | 3.194220e+00 | 2.963000e+00 | 3.427920e+00 | 1 | 1.700000 | 2.700000 |  
GRB151004A   |    657564    | 2.229950e-01 | 1.215530e-01 | 3.243820e-01 | 1.297480e-01 | 7.208080e-02 | 1.808780e-01 | 4.790830e-02 | 1.333820e-02 | 9.374740e-02 | 1.238590e-02 | 0.000000e+00 | 3.660300e-02 | 2.341100e-02 | 0.000000e+00 | 8.732810e-02 | 4.130400e-01 | 2.673260e-01 | 5.589300e-01 | 4.240700e-01 | 2.718030e-01 | 5.782450e-01 | 1 | 50.860000 | 51.860000 |  
GRB151001B   |    657321    | 1.108590e-01 | 0.000000e+00 | 2.663280e-01 | 1.574670e-01 | 0.000000e+00 | 2.642320e-01 | 1.659760e-01 | 9.497830e-02 | 2.355370e-01 | 1.012170e-01 | 3.994620e-02 | 1.773240e-01 | 3.230740e-01 | 9.441150e-02 | 2.164630e+00 | 5.355200e-01 | 2.549260e-01 | 8.118500e-01 | 7.573300e-01 | 4.376050e-01 | 1.241370e+00 | 1 | 47.468000 | 48.468000 |  
GRB151001A   |    657286    | 3.433450e-01 | 2.700720e-01 | 4.216230e-01 | 4.138100e-01 | 3.572120e-01 | 4.695760e-01 | 3.608970e-01 | 3.119710e-01 | 4.092750e-01 | 1.893160e-01 | 1.505710e-01 | 2.309060e-01 | 5.392470e-01 | 4.001900e-01 | 7.061030e-01 | 1.307360e+00 | 1.151210e+00 | 1.463820e+00 | 1.657280e+00 | 1.453990e+00 | 1.864640e+00 | 1 | -0.044000 | 0.956000 |  
GRB150925A   |    656604    | 2.064680e-01 | 9.269670e-02 | 3.448140e-01 | 2.074200e-01 | 1.274370e-01 | 2.838790e-01 | 1.463590e-01 | 8.519020e-02 | 2.049520e-01 | 6.472470e-02 | 2.750070e-02 | 1.117990e-01 | 1.640020e-01 | 5.708530e-02 | 3.482040e-01 | 6.249710e-01 | 4.067130e-01 | 8.458730e-01 | 7.242480e-01 | 4.832650e-01 | 9.664320e-01 | 1 | 30.684000 | 31.684000 |  
GRB150915A   |    655721    | 8.895260e-02 | 0.000000e+00 | 2.115120e-01 | 5.857270e-02 | 0.000000e+00 | 1.248000e-01 | 2.559060e-02 | 0.000000e+00 | 7.525000e-02 | 7.173910e-03 | 0.000000e+00 | 3.812720e-02 | 1.534510e-02 | 0.000000e+00 | 1.226130e-01 | 1.800180e-01 | 0.000000e+00 | 3.787880e-01 | 1.888110e-01 | 0.000000e+00 | 3.994620e-01 | 1 | 40.500000 | 41.500000 |  
GRB150911A   |    655262    | 1.968400e+00 | 1.795260e+00 | 2.145640e+00 | 1.733090e+00 | 1.634440e+00 | 1.831530e+00 | 1.047610e+00 | 9.696030e-01 | 1.125340e+00 | 4.083500e-01 | 3.616830e-01 | 4.572490e-01 | 9.564060e-01 | 8.227270e-01 | 1.102320e+00 | 5.157420e+00 | 4.866270e+00 | 5.448870e+00 | 5.705460e+00 | 5.391880e+00 | 6.019110e+00 | 1 | 3.896000 | 4.896000 |  
GRB150910A   |    655097    | 3.440080e-01 | 0.000000e+00 | 6.250920e-01 | 3.541250e-01 | 1.911340e-01 | 4.907240e-01 | 2.571210e-01 | 1.095840e-01 | 3.790190e-01 | 1.163750e-01 | 0.000000e+00 | 2.342860e-01 | 2.994240e-01 | 5.483470e-02 | 8.368200e-01 | 1.071590e+00 | 6.837020e-01 | 1.463850e+00 | 1.254440e+00 | 7.985310e-01 | 1.728140e+00 | 1 | 82.892000 | 83.892000 |  
GRB150907B   |    654803    | 1.989930e-01 | 1.122330e-01 | 3.022830e-01 | 2.867080e-01 | 2.010880e-01 | 3.700650e-01 | 3.071940e-01 | 2.392560e-01 | 3.744860e-01 | 1.897700e-01 | 1.289710e-01 | 2.565480e-01 | 6.119600e-01 | 3.636640e-01 | 9.602280e-01 | 9.826670e-01 | 7.611090e-01 | 1.206220e+00 | 1.404860e+00 | 1.087160e+00 | 1.745210e+00 | 1 | 0.592000 | 1.592000 |  
GRB150901A   |    654042    | 9.501160e-03 | 0.000000e+00 | 1.393590e-01 | 1.429130e-02 | 0.000000e+00 | 8.727280e-02 | 1.608730e-02 | 0.000000e+00 | 7.021020e-02 | 1.033190e-02 | 0.000000e+00 | 6.479300e-02 | 3.437620e-02 | 0.000000e+00 | 7.572010e-01 | 5.021150e-02 | 0.000000e+00 | 2.602510e-01 | 7.424660e-02 | 0.000000e+00 | 7.841460e-01 | 1 | 9.748000 | 10.748000 |  
GRB150831B   |    653978    | 2.496350e+00 | 1.866380e+00 | 3.170560e+00 | 1.986520e+00 | 1.626820e+00 | 2.344760e+00 | 1.065690e+00 | 8.193570e-01 | 1.307120e+00 | 3.765380e-01 | 2.529030e-01 | 5.118240e-01 | 8.331330e-01 | 5.172380e-01 | 1.217920e+00 | 5.925060e+00 | 4.841360e+00 | 7.012690e+00 | 6.381600e+00 | 5.252000e+00 | 7.512000e+00 | 1 | -0.148000 | 0.852000 |  
GRB150831A   |    653838    | 1.771260e-04 | N/A | N/A | 2.343140e-03 | N/A | N/A | 3.673200e-02 | 4.161160e-02 | 7.039070e-02 | 1.261630e-01 | 1.430280e-01 | 2.302200e-01 | 3.210970e+00 | 3.615640e+00 | 5.371100e+00 | 1.343320e-01 | 1.886280e-01 | 3.077410e-01 | 2.869550e+00 | 3.660150e+00 | 5.456600e+00 | 1 | 0.000000 | 1.000000 |  
GRB150821A   |    652847    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150819A   |    652643    | 1.621430e-01 | 7.896740e-02 | 2.484350e-01 | 1.024230e-01 | 4.853320e-02 | 1.482290e-01 | 4.174010e-02 | 8.117890e-03 | 8.311230e-02 | 1.172690e-02 | 0.000000e+00 | 3.509770e-02 | 2.304070e-02 | 0.000000e+00 | 8.848610e-02 | 3.180390e-01 | 1.862400e-01 | 4.498990e-01 | 3.293450e-01 | 1.895830e-01 | 4.721540e-01 | 1 | 17.676000 | 18.676000 |  
GRB150818A   |    652603    | 1.034900e+00 | 8.180640e-01 | 1.262470e+00 | 7.860420e-01 | 6.757590e-01 | 8.962630e-01 | 3.990210e-01 | 3.081050e-01 | 4.903230e-01 | 1.346790e-01 | 8.970730e-02 | 1.875490e-01 | 2.905710e-01 | 1.787380e-01 | 4.379460e-01 | 2.354640e+00 | 2.020190e+00 | 2.689610e+00 | 2.510530e+00 | 2.158240e+00 | 2.863050e+00 | 1 | 1.568000 | 2.568000 |  
GRB150817A   |    652334    | 9.609150e-04 | N/A | N/A | 9.848250e-03 | N/A | N/A | 1.079060e-01 | N/A | N/A | 4.589700e-01 | N/A | N/A | 1.184830e+01 | N/A | N/A | 4.799690e-01 | N/A | N/A | 1.200060e+01 | N/A | N/A | 1 | 11.216000 | 12.216000 |  
GRB150811A   |    651882    | 3.041490e-01 | 1.939100e-01 | 4.183220e-01 | 1.956860e-01 | 1.344990e-01 | 2.550960e-01 | 8.151980e-02 | 3.869980e-02 | 1.302330e-01 | 2.333140e-02 | 7.655830e-03 | 4.856730e-02 | 4.624960e-02 | 0.000000e+00 | 1.123180e-01 | 6.046800e-01 | 4.294300e-01 | 7.799760e-01 | 6.275950e-01 | 4.432840e-01 | 8.133030e-01 | 1 | 5.008000 | 6.008000 |  
GRB150801B   |    650977    | 1.027170e+00 | 8.901020e-01 | 1.168420e+00 | 8.564440e-01 | 7.801100e-01 | 9.326770e-01 | 4.854990e-01 | 4.227680e-01 | 5.481300e-01 | 1.795210e-01 | 1.446810e-01 | 2.173630e-01 | 4.076250e-01 | 3.134250e-01 | 5.171380e-01 | 2.548620e+00 | 2.320780e+00 | 2.776610e+00 | 2.776710e+00 | 2.530730e+00 | 3.022880e+00 | 1 | 9.324000 | 10.324000 |  
GRB150728A   |    650617    | 2.365580e-01 | 1.598090e-01 | 3.163940e-01 | 1.814220e-01 | 1.397790e-01 | 2.227780e-01 | 9.315990e-02 | 5.488190e-02 | 1.322340e-01 | 3.174280e-02 | 1.407350e-02 | 5.585040e-02 | 6.883740e-02 | 2.637230e-02 | 1.392320e-01 | 5.428830e-01 | 4.199630e-01 | 6.658040e-01 | 5.799830e-01 | 4.451870e-01 | 7.162270e-01 | 1 | 0.220000 | 1.220000 |  
GRB150727A   |    650530    | 2.262010e-01 | 1.480970e-01 | 3.154680e-01 | 3.101080e-01 | 2.408950e-01 | 3.771420e-01 | 3.138230e-01 | 2.567710e-01 | 3.698360e-01 | 1.853080e-01 | 1.335530e-01 | 2.421960e-01 | 5.767460e-01 | 3.709900e-01 | 8.528160e-01 | 1.035440e+00 | 8.572060e-01 | 1.214820e+00 | 1.426880e+00 | 1.170630e+00 | 1.701050e+00 | 1 | 9.212000 | 10.212000 |  
GRB150724A   |    650141    | 3.428870e-01 | 2.268450e-01 | 4.684240e-01 | 3.176260e-01 | 2.439710e-01 | 3.903900e-01 | 2.038020e-01 | 1.450150e-01 | 2.616930e-01 | 8.341770e-02 | 4.951140e-02 | 1.232510e-01 | 2.012660e-01 | 1.065170e-01 | 3.332260e-01 | 9.477280e-01 | 7.338930e-01 | 1.162070e+00 | 1.065570e+00 | 8.294850e-01 | 1.302400e+00 | 1 | 24.084000 | 25.084000 |  
GRB150722A   |    649916    | 1.611610e-01 | 8.363150e-02 | 2.481520e-01 | 1.420800e-01 | 9.563060e-02 | 1.878730e-01 | 8.601290e-02 | 4.602590e-02 | 1.259340e-01 | 3.356890e-02 | 1.273750e-02 | 6.262180e-02 | 7.868020e-02 | 2.468650e-02 | 1.781450e-01 | 4.228210e-01 | 2.870100e-01 | 5.590080e-01 | 4.679330e-01 | 3.180610e-01 | 6.191980e-01 | 1 | 15.100000 | 16.100000 |  
GRB150720A   |    649706    | 8.215200e-01 | 3.730110e-01 | 1.279860e+00 | 2.487230e-01 | 5.663670e-02 | 4.456720e-01 | 4.135880e-02 | 0.000000e+00 | 1.341640e-01 | 5.364490e-03 | 0.000000e+00 | 3.251980e-02 | 7.932530e-03 | 0.000000e+00 | 6.059210e-02 | 1.117010e+00 | 5.336330e-01 | 1.704830e+00 | 1.119970e+00 | 5.352780e-01 | 1.710440e+00 | 1 | -182.276000 | -181.276000 |  
GRB150716A   |    649157    | 3.278690e-01 | 2.440240e-01 | 4.165310e-01 | 2.770110e-01 | 2.289250e-01 | 3.250390e-01 | 1.595010e-01 | 1.175090e-01 | 2.017910e-01 | 5.973940e-02 | 3.718890e-02 | 8.686120e-02 | 1.366590e-01 | 7.712340e-02 | 2.188790e-01 | 8.241140e-01 | 6.810160e-01 | 9.673010e-01 | 9.010320e-01 | 7.432770e-01 | 1.059700e+00 | 1 | 9.692000 | 10.692000 |  
GRB150711A   |    648601    | 1.273860e+00 | 1.054010e+00 | 1.506450e+00 | 1.253550e+00 | 1.118450e+00 | 1.386860e+00 | 8.633890e-01 | 7.616840e-01 | 9.634790e-01 | 3.743910e-01 | 3.056760e-01 | 4.473790e-01 | 9.366950e-01 | 7.235840e-01 | 1.183290e+00 | 3.765190e+00 | 3.384930e+00 | 4.146740e+00 | 4.327500e+00 | 3.917120e+00 | 4.737990e+00 | 1 | 1.980000 | 2.980000 |  
GRB150710B   |  00084694006 | 6.017970e-04 | N/A | N/A | 7.143780e-03 | N/A | N/A | 1.102630e-01 | N/A | N/A | 3.772450e-01 | N/A | N/A | 9.957010e+00 | N/A | N/A | 4.981740e-01 | N/A | N/A | 9.999700e+00 | N/A | N/A | 1 | N/A | N/A |  
GRB150710A   |    648437    | 1.184910e-01 | 7.606780e-02 | 1.675700e-01 | 1.970370e-01 | 1.502600e-01 | 2.428090e-01 | 2.487320e-01 | 2.091800e-01 | 2.881180e-01 | 1.747400e-01 | 1.336050e-01 | 2.187110e-01 | 6.266470e-01 | 4.288600e-01 | 8.881460e-01 | 7.389990e-01 | 6.182880e-01 | 8.604840e-01 | 1.190920e+00 | 9.732930e-01 | 1.435940e+00 | 1 | -0.378000 | 0.622000 |  
GRB150626B   |    646786    | 1.859290e-01 | 6.445820e-02 | 3.292320e-01 | 1.690890e-01 | 8.516310e-02 | 2.515590e-01 | 1.061670e-01 | 4.505010e-02 | 1.693560e-01 | 4.268920e-02 | 0.000000e+00 | 8.776980e-02 | 1.018900e-01 | 0.000000e+00 | 2.666970e-01 | 5.038930e-01 | 2.619660e-01 | 7.485280e-01 | 5.630200e-01 | 2.969490e-01 | 8.297350e-01 | 1 | 7.940000 | 8.940000 |  
GRB150626A   |    646603    | 6.506970e-01 | 4.970180e-01 | 8.134460e-01 | 5.670150e-01 | 4.750410e-01 | 6.585580e-01 | 3.385990e-01 | 2.667580e-01 | 4.098560e-01 | 1.306690e-01 | 9.064690e-02 | 1.757050e-01 | 3.042250e-01 | 1.951080e-01 | 4.420650e-01 | 1.686970e+00 | 1.415310e+00 | 1.959160e+00 | 1.860520e+00 | 1.566500e+00 | 2.154780e+00 | 1 | 0.356000 | 1.356000 |  
GRB150616A   |    644259    | 9.812730e-01 | 7.728070e-01 | 1.203860e+00 | 9.375120e-01 | 8.093400e-01 | 1.064140e+00 | 6.237530e-01 | 5.232500e-01 | 7.225590e-01 | 2.629670e-01 | 1.988850e-01 | 3.327420e-01 | 6.462600e-01 | 4.556610e-01 | 8.771130e-01 | 2.805500e+00 | 2.438670e+00 | 3.173870e+00 | 3.188790e+00 | 2.788160e+00 | 3.589840e+00 | 1 | 93.584000 | 94.584000 |  
GRB150615A   |    643833    | 2.535060e-01 | 1.534340e-01 | 3.600900e-01 | 1.987750e-01 | 1.451240e-01 | 2.523320e-01 | 1.047820e-01 | 5.475870e-02 | 1.547760e-01 | 3.648720e-02 | 1.336770e-02 | 6.893460e-02 | 8.008070e-02 | 2.454660e-02 | 1.791580e-01 | 5.935540e-01 | 4.336690e-01 | 7.534450e-01 | 6.371620e-01 | 4.623520e-01 | 8.136980e-01 | 1 | 5.800000 | 6.800000 |  
GRB150607A   |    642620    | 1.554070e+00 | 1.326950e+00 | 1.790380e+00 | 1.614740e+00 | 1.457320e+00 | 1.771100e+00 | 1.185140e+00 | 1.059970e+00 | 1.309370e+00 | 5.411090e-01 | 4.567980e-01 | 6.295330e-01 | 1.400080e+00 | 1.130740e+00 | 1.702350e+00 | 4.895030e+00 | 4.445470e+00 | 5.345190e+00 | 5.753980e+00 | 5.236490e+00 | 6.272400e+00 | 1 | 7.288000 | 8.288000 |  
GRB150530A   |    642018    | 1.104830e+00 | 8.200520e-01 | 1.413410e+00 | 1.300110e+00 | 1.083190e+00 | 1.511560e+00 | 1.102860e+00 | 9.375370e-01 | 1.265480e+00 | 5.658180e-01 | 4.376660e-01 | 7.026240e-01 | 1.586190e+00 | 1.133560e+00 | 2.137300e+00 | 4.073620e+00 | 3.493080e+00 | 4.655790e+00 | 5.093990e+00 | 4.400710e+00 | 5.792080e+00 | 1 | 0.468000 | 1.468000 |  
GRB150527A   |    641698    | 9.002840e-01 | 7.957830e-01 | 1.008210e+00 | 9.161950e-01 | 8.467760e-01 | 9.853690e-01 | 6.563200e-01 | 5.944440e-01 | 7.180060e-01 | 2.938250e-01 | 2.519710e-01 | 3.381150e-01 | 7.504870e-01 | 6.185960e-01 | 8.984730e-01 | 2.766620e+00 | 2.565010e+00 | 2.968330e+00 | 3.223250e+00 | 2.982670e+00 | 3.465320e+00 | 1 | -13.868000 | -12.868000 |  
GRB150530B   |  00084922008 | 4.582280e-01 | 3.595210e-01 | 5.613210e-01 | 3.856700e-01 | 3.296030e-01 | 4.416120e-01 | 2.210590e-01 | 1.714040e-01 | 2.704390e-01 | 8.248690e-02 | 5.550520e-02 | 1.136220e-01 | 1.882850e-01 | 1.166550e-01 | 2.813310e-01 | 1.147440e+00 | 9.806950e-01 | 1.314250e+00 | 1.253240e+00 | 1.069150e+00 | 1.438130e+00 | 1 | 1.000000 | 2.000000 |  
GRB150513A   |    640584    | 8.984240e-01 | 7.604510e-01 | 1.042880e+00 | 9.581180e-01 | 8.661070e-01 | 1.049080e+00 | 7.248740e-01 | 6.479480e-01 | 8.008310e-01 | 3.391790e-01 | 2.834520e-01 | 3.981280e-01 | 8.920920e-01 | 7.084620e-01 | 1.102230e+00 | 2.920590e+00 | 2.662990e+00 | 3.178690e+00 | 3.473510e+00 | 3.170310e+00 | 3.778230e+00 | 1 | 115.412000 | 116.412000 |  
GRB150430A   |    639433    | 1.284270e+00 | 8.352940e-01 | 1.791890e+00 | 1.563500e+00 | 1.194200e+00 | 1.922850e+00 | 1.379550e+00 | 1.078610e+00 | 1.673060e+00 | 7.304330e-01 | 4.972390e-01 | 9.795820e-01 | 2.094580e+00 | 1.273870e+00 | 3.142210e+00 | 4.957750e+00 | 3.956020e+00 | 5.962990e+00 | 6.321940e+00 | 5.057530e+00 | 7.607610e+00 | 1 | 0.972000 | 1.972000 |  
GRB150428B   |    639278    | 4.569570e-01 | 2.998710e-01 | 6.353300e-01 | 4.899510e-01 | 3.748550e-01 | 6.034400e-01 | 3.730150e-01 | 2.920220e-01 | 4.530570e-01 | 1.754300e-01 | 1.206530e-01 | 2.358170e-01 | 4.629950e-01 | 2.881930e-01 | 6.901780e-01 | 1.495340e+00 | 1.179380e+00 | 1.815640e+00 | 1.782900e+00 | 1.433460e+00 | 2.132390e+00 | 1 | 1.360000 | 2.360000 |  
GRB150428A   |    639275    | 9.127670e-01 | 6.551830e-01 | 1.193500e+00 | 9.806150e-01 | 7.987760e-01 | 1.158870e+00 | 7.483020e-01 | 6.038320e-01 | 8.899390e-01 | 3.525880e-01 | 2.517710e-01 | 4.630370e-01 | 9.317210e-01 | 6.077230e-01 | 1.341350e+00 | 2.994280e+00 | 2.489630e+00 | 3.500630e+00 | 3.573410e+00 | 2.988880e+00 | 4.160930e+00 | 1 | 17.388000 | 18.388000 |  
GRB150424A   |    638946    | 2.224310e+00 | 2.057500e+00 | 2.396260e+00 | 3.399690e+00 | 3.244430e+00 | 3.554210e+00 | 3.897650e+00 | 3.758180e+00 | 4.036490e+00 | 2.539460e+00 | 2.396190e+00 | 2.684830e+00 | 8.549340e+00 | 7.876770e+00 | 9.259360e+00 | 1.206110e+01 | 1.164610e+01 | 1.247640e+01 | 1.807100e+01 | 1.734130e+01 | 1.881580e+01 | 1 | N/A | N/A |  
GRB150423A   |    638808    | 1.674500e-01 | 1.127610e-01 | 2.296270e-01 | 2.475780e-01 | 1.943840e-01 | 2.997620e-01 | 2.732530e-01 | 2.269220e-01 | 3.191510e-01 | 1.727910e-01 | 1.292780e-01 | 2.199940e-01 | 5.677400e-01 | 3.828720e-01 | 8.086390e-01 | 8.610720e-01 | 7.194750e-01 | 1.003260e+00 | 1.256020e+00 | 1.032170e+00 | 1.498710e+00 | 1 | -0.374000 | 0.626000 |  
GRB150413A   |    637899    | 5.287790e-01 | 3.816990e-01 | 6.888330e-01 | 5.519150e-01 | 4.487230e-01 | 6.538500e-01 | 4.072200e-01 | 3.246140e-01 | 4.889430e-01 | 1.867240e-01 | 1.318130e-01 | 2.478250e-01 | 4.844970e-01 | 3.131950e-01 | 7.034270e-01 | 1.674640e+00 | 1.382740e+00 | 1.967710e+00 | 1.972400e+00 | 1.635900e+00 | 2.310670e+00 | 1 | 110.776000 | 111.776000 |  
GRB150407A   |    637342    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150403A   |    637044    | 1.378990e-03 | N/A | N/A | 1.683090e-02 | N/A | N/A | 2.162240e-01 | N/A | N/A | 6.309140e-01 | N/A | N/A | 1.877340e+01 | N/A | N/A | 9.800190e-01 | N/A | N/A | 1.871270e+01 | N/A | N/A | 1 | 5.804000 | 6.804000 |  
GRB150402A   |  00636865000 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150323C   |    636005    | 4.646030e-01 | 2.564880e-01 | 6.790930e-01 | 3.519660e-01 | 2.374460e-01 | 4.664500e-01 | 1.781200e-01 | 9.043800e-02 | 2.701800e-01 | 5.997060e-02 | 2.173110e-02 | 1.145950e-01 | 1.292070e-01 | 0.000000e+00 | 2.895310e-01 | 1.054650e+00 | 7.112240e-01 | 1.398430e+00 | 1.123900e+00 | 7.568980e-01 | 1.493580e+00 | 1 | 5.980000 | 6.980000 |  
GRB150323B   |    635929    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150323A   |    635887    | 1.887820e+00 | 1.738960e+00 | 2.040720e+00 | 1.548460e+00 | 1.473570e+00 | 1.623090e+00 | 8.609460e-01 | 8.016870e-01 | 9.200500e-01 | 3.133050e-01 | 2.790440e-01 | 3.492350e-01 | 7.048990e-01 | 6.108300e-01 | 8.074980e-01 | 4.610520e+00 | 4.385510e+00 | 4.835980e+00 | 5.002110e+00 | 4.768330e+00 | 5.235910e+00 | 1 | 131.588000 | 132.588000 |  
GRB150318A   |    635289    | 5.114630e-01 | 3.726910e-01 | 6.555990e-01 | 3.749780e-01 | 2.993500e-01 | 4.504890e-01 | 1.825290e-01 | 1.229520e-01 | 2.446630e-01 | 5.949920e-02 | 3.268120e-02 | 9.419380e-02 | 1.259990e-01 | 6.228850e-02 | 2.213640e-01 | 1.128460e+00 | 9.017390e-01 | 1.355240e+00 | 1.194950e+00 | 9.534740e-01 | 1.437430e+00 | 1 | 66.616000 | 67.616000 |  
GRB150317A   |    635148    | 3.086250e-01 | 2.360770e-01 | 3.864850e-01 | 3.711000e-01 | 3.145890e-01 | 4.267280e-01 | 3.227860e-01 | 2.724780e-01 | 3.724800e-01 | 1.689610e-01 | 1.297060e-01 | 2.115660e-01 | 4.805250e-01 | 3.413950e-01 | 6.514580e-01 | 1.171460e+00 | 1.013840e+00 | 1.329320e+00 | 1.483020e+00 | 1.275240e+00 | 1.695990e+00 | 1 | -0.148000 | 0.852000 |  
GRB150314A   |    634795    | 3.244920e-03 | N/A | N/A | 4.014370e-02 | N/A | N/A | 4.017700e-01 | N/A | N/A | 1.361060e+00 | N/A | N/A | 3.977320e+01 | N/A | N/A | 2.052510e+00 | N/A | N/A | 3.967800e+01 | N/A | N/A | 1 | 0.060000 | 1.060000 |  
GRB150309A   |    634200    | 2.200460e+00 | 2.039990e+00 | 2.365200e+00 | 2.867330e+00 | 2.738360e+00 | 2.995660e+00 | 2.736790e+00 | 2.625480e+00 | 2.847670e+00 | 1.542730e+00 | 1.444630e+00 | 1.642680e+00 | 4.634040e+00 | 4.241290e+00 | 5.049320e+00 | 9.347280e+00 | 8.995980e+00 | 9.698830e+00 | 1.243860e+01 | 1.194540e+01 | 1.293630e+01 | 1 | -177.488000 | -176.488000 |  
GRB150302A   |    633237    | 1.168000e-01 | 6.170770e-02 | 1.799560e-01 | 1.298170e-01 | 8.701870e-02 | 1.716450e-01 | 1.030580e-01 | 6.420910e-02 | 1.413160e-01 | 5.013370e-02 | 2.435440e-02 | 8.223570e-02 | 1.353870e-01 | 5.529050e-02 | 2.647060e-01 | 3.998060e-01 | 2.781900e-01 | 5.216470e-01 | 4.850550e-01 | 3.329040e-01 | 6.441660e-01 | 1 | 2.612000 | 3.612000 |  
