#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB141005A   |    614415    | -2.493480e-01 | -1.104850e+00 | 1.190060e+00 | 1.410970e+02 | 8.111060e+01 | 0.000000e+00 | 7.602770e-02 | 3.167620e-02 | 3.002550e-01 | 48.36 | 56 | 0.8635 | 7.562000e-01 | 50.0000 | 1 | 0.676000 | 1.676000 |  
GRB141004A   |    614390    | -1.109600e+00 | -1.399960e+00 | -7.966390e-01 | 7.533080e+01 | 6.382590e+01 | 1.029670e+02 | 9.160310e-02 | 6.563230e-02 | 1.314440e-01 | 64.97 | 56 | 1.160 | 1.925730e-01 | 50.0000 | 1 | -0.056000 | 0.944000 |  
GRB140930B   |    614094    | -6.480790e-01 | -8.225230e-01 | -3.081080e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.467940e-02 | 3.090700e-02 | 4.973970e-02 | 66.95 | 56 | 1.196 | 1.499935e-01 | 50.0000 | 1 | -0.118000 | 0.882000 |  
GRB140927A   |    613775    | 5.957660e-01 | -2.044200e+00 | -0.000000e+00 | 2.860810e+01 | N/A | N/A | 4.652930e-01 | N/A | N/A | 66.18 | 56 | 1.182 | 1.656389e-01 | 50.0000 | 1 | 7.696000 | 8.696000 |  
GRB140919A   |    613160    | 6.566170e-01 | -1.932160e+00 | 7.136880e+00 | 4.012400e+01 | N/A | N/A | 4.670150e-01 | N/A | N/A | 66.67 | 56 | 1.191 | 1.556191e-01 | 50.0000 | 1 | 38.972000 | 39.972000 |  
GRB140916A   |    612804    | -3.679860e-01 | -2.176470e+00 | 4.086680e+00 | 5.292000e+01 | N/A | N/A | 5.769190e-02 | N/A | N/A | 47.11 | 56 | 0.8412 | 7.954595e-01 | 50.0000 | 1 | 1.804000 | 2.804000 |  
GRB140909A   |    612132    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140907A   |    611933    | -5.388870e-01 | -1.390930e+00 | 5.355960e-01 | 1.001520e+02 | 6.908630e+01 | 0.000000e+00 | 3.084720e-02 | 1.257050e-02 | 9.431180e-02 | 57.02 | 56 | 1.018 | 4.371034e-01 | 50.0000 | 1 | 8.156000 | 9.156000 |  
GRB140903A   |    611599    | -1.565530e+00 | -2.092460e+00 | -9.631190e-01 | 4.025020e+01 | N/A | N/A | 3.004340e-02 | N/A | N/A | 49.55 | 56 | 0.8847 | 7.161151e-01 | 50.0000 | 1 | -0.330000 | 0.670000 |  
GRB140901B   |    611389    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140828A   |    610953    | -8.005670e-01 | -1.664650e+00 | 2.756330e-01 | 6.021140e+01 | 4.409400e+01 | 2.147560e+02 | 5.272950e-02 | 0.000000e+00 | 2.044850e-01 | 52.73 | 56 | 0.9417 | 5.992407e-01 | 50.0000 | 1 | 0.496000 | 1.496000 |  
GRB140824A   |    610501    | -7.908500e-01 | -2.056100e+00 | 9.806300e-01 | 4.564510e+01 | N/A | N/A | 3.546480e-02 | N/A | N/A | 55.57 | 56 | 0.9923 | 4.910456e-01 | 50.0000 | 1 | 0.340000 | 1.340000 |  
GRB140818B   |    609885    | -1.343420e-01 | -1.663780e+00 | 2.079790e+00 | 6.659150e+01 | 4.774180e+01 | 1.211470e+03 | 4.245010e-02 | 0.000000e+00 | 4.118460e-01 | 37.64 | 56 | 0.6721 | 9.717642e-01 | 50.0000 | 1 | 0.308000 | 1.308000 |  
GRB140817A   |    609736    | -4.221730e-01 | -6.877720e-01 | -1.395080e-01 | 1.462590e+02 | 1.180380e+02 | 2.095230e+02 | 1.139980e-01 | 8.769300e-02 | 1.504480e-01 | 41.12 | 56 | 0.7343 | 9.318322e-01 | 50.0000 | 1 | 2.644000 | 3.644000 |  
GRB140730A   |    607742    | -1.682260e-01 | -1.583270e+00 | 1.851460e+00 | 5.834570e+01 | 4.117790e+01 | 2.394550e+03 | 2.560850e-02 | 0.000000e+00 | 3.617880e-01 | 51.18 | 56 | 0.9139 | 6.576753e-01 | 50.0000 | 1 | 0.980000 | 1.980000 |  
GRB140719B   |    605700    | -1.321920e+00 | -1.818300e+00 | -7.585690e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 6.285030e-03 | 4.451190e-03 | 7.016650e-02 | 47.91 | 56 | 0.8555 | 7.706874e-01 | 50.0000 | 1 | 1.032000 | 2.032000 |  
GRB140719A   |    605612    | 4.650160e+00 | 3.608890e-01 | -0.000000e+00 | 2.146670e+01 | 1.722750e+01 | 2.753970e+01 | 4.714500e+02 | 0.000000e+00 | 1.511880e+08 | 57.94 | 56 | 1.035 | 4.037290e-01 | 50.0000 | 1 | 8.012000 | 9.012000 |  
GRB140716A-2 |    604793    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140716A-1 |    604792    | -1.844140e-01 | -1.600960e+00 | 2.671740e+00 | 9.284690e+01 | 5.887740e+01 | 0.000000e+00 | 1.574270e-01 | 0.000000e+00 | 2.014520e+00 | 41.63 | 56 | 0.7434 | 9.237264e-01 | 50.0000 | 1 | 0.300000 | 1.300000 |  
GRB140713A   |    604232    | -1.232690e+00 | -1.548170e+00 | -6.245900e-01 | 1.640620e+02 | 0.000000e+00 | 0.000000e+00 | 2.055480e-02 | 1.357190e-02 | 4.237600e-02 | 59.91 | 56 | 1.070 | 3.359586e-01 | 50.0000 | 1 | -0.108000 | 0.892000 |  
GRB140710A   |    603954    | -6.239820e-01 | -1.767450e+00 | 1.234170e+00 | 6.431440e+01 | 4.681560e+01 | 0.000000e+00 | 3.895920e-02 | 0.000000e+00 | 3.255270e-01 | 74.97 | 56 | 1.339 | 4.607899e-02 | 50.0000 | 1 | -0.288000 | 0.712000 |  
GRB140709B   |    603866    | -2.445530e-01 | -1.595370e+00 | 2.181170e+00 | 5.233290e+01 | 3.927100e+01 | 2.665740e+02 | 4.530220e-02 | 0.000000e+00 | 1.338530e+00 | 52.02 | 56 | 0.9289 | 6.263991e-01 | 50.0000 | 1 | 123.632000 | 124.632000 |  
GRB140709A   |    603810    | -4.334350e-01 | -1.033910e+00 | 2.657560e-01 | 8.057720e+01 | 6.549490e+01 | 1.265330e+02 | 7.885890e-02 | 4.031130e-02 | 1.709560e-01 | 55.15 | 56 | 0.9848 | 5.070151e-01 | 50.0000 | 1 | 15.476000 | 16.476000 |  
GRB140706A   |    603587    | -1.448480e+00 | -2.507950e+00 | -7.091000e-01 | 9.992420e+03 | 0.000000e+00 | 0.000000e+00 | 1.428720e-02 | 3.698580e-03 | 3.315240e-02 | 60.74 | 56 | 1.085 | 3.091274e-01 | 50.0000 | 1 | -0.116000 | 0.884000 |  
GRB140703A   |    603243    | -5.188980e-01 | -1.426200e+00 | 1.244350e+00 | 1.378860e+02 | 0.000000e+00 | 0.000000e+00 | 4.483800e-02 | 1.980890e-02 | 2.285890e-01 | 67.73 | 56 | 1.210 | 1.352996e-01 | 50.0000 | 1 | 0.360000 | 1.360000 |  
GRB140629A   |    602884    | -8.007510e-01 | -1.346150e+00 | -1.737260e-01 | 1.209010e+02 | 8.328920e+01 | 1.737670e+03 | 6.462440e-02 | 3.673410e-02 | 1.228680e-01 | 60.01 | 56 | 1.072 | 3.326860e-01 | 50.0000 | 1 | 12.100000 | 13.100000 |  
GRB140628A   |    602803    | 1.543580e-01 | -5.620520e-01 | 1.014080e+00 | 7.939000e+01 | 6.596980e+01 | 1.113000e+02 | 1.136170e-01 | 5.156590e-02 | 2.901950e-01 | 47.07 | 56 | 0.8405 | 7.966457e-01 | 50.0000 | 1 | 0.944000 | 1.944000 |  
GRB140626A   |    602604    | -1.473340e+00 | -2.208880e+00 | 4.139820e-01 | 6.372900e+01 | 1.243710e-01 | 0.000000e+00 | 7.561810e-03 | 0.000000e+00 | 9.273580e-02 | 55.67 | 56 | 0.9942 | 4.871498e-01 | 50.0000 | 1 | 5.684000 | 6.684000 |  
GRB140622A   |    602278    | -1.618360e+00 | -2.354870e+00 | -0.000000e+00 | 5.223990e+01 | N/A | N/A | 6.576160e-03 | N/A | N/A | 37.16 | 56 | 0.6636 | 9.753625e-01 | 50.0000 | 1 | -0.446000 | 0.554000 |  
GRB140619A   |    602080    | -1.059170e+00 | -1.357220e+00 | -6.864290e-01 | 1.943080e+02 | 1.102590e+02 | 0.000000e+00 | 4.653200e-02 | 3.403900e-02 | 6.910890e-02 | 50.94 | 56 | 0.9096 | 6.664640e-01 | 50.0000 | 1 | 219.520000 | 220.520000 |  
GRB140614B   |    601662    | -2.324760e+00 | -3.506390e+00 | -6.242200e-01 | 1.183500e+02 | N/A | N/A | 1.892130e-03 | N/A | N/A | 53.67 | 56 | 0.9583 | 5.637198e-01 | 50.0000 | 1 | 6.928000 | 7.928000 |  
GRB140614A   |    601646    | -8.732630e-01 | -0.000000e+00 | 1.201970e-01 | 9.999360e+03 | N/A | N/A | 2.898970e-03 | N/A | N/A | 62.55 | 56 | 1.117 | 2.550370e-01 | 50.0000 | 1 | 53.120000 | 54.120000 |  
GRB140611A   |    601292    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140610A   |    601259    | -1.220490e+00 | -2.228230e+00 | -1.282390e-01 | 2.882290e+02 | 0.000000e+00 | 0.000000e+00 | 1.331950e-02 | 6.841380e-03 | 4.462770e-02 | 54.29 | 56 | 0.9694 | 5.400198e-01 | 50.0000 | 1 | 0.452000 | 1.452000 |  
GRB140607A   |    601051    | -1.634830e+00 | -2.916550e+00 | 8.825790e-01 | 4.539850e+01 | N/A | N/A | 9.989840e-03 | N/A | N/A | 63.74 | 56 | 1.138 | 2.228678e-01 | 50.0000 | 1 | 31.580000 | 32.580000 |  
GRB140606A   |    600951    | 1.299430e+00 | -4.012370e-01 | 5.753480e+00 | 1.751870e+02 | 0.000000e+00 | 0.000000e+00 | 9.777730e-03 | 0.000000e+00 | 1.406670e-01 | 52.94 | 56 | 0.9453 | 5.915685e-01 | 50.0000 | 1 | -0.342000 | 0.658000 |  
GRB140529A   |  00091901003 | -2.831020e-01 | -7.371470e-01 | 2.187790e-01 | 7.178940e+01 | 6.388040e+01 | 8.479830e+01 | 3.649000e-01 | 2.220610e-01 | 6.280970e-01 | 49.31 | 56 | 0.8805 | 7.244107e-01 | 50.0000 | 1 | 0.516000 | 1.516000 |  
GRB140521A   |    599546    | -6.638030e-01 | -8.764360e-01 | -4.336680e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.636860e-02 | 1.440290e-02 | 3.010340e-02 | 47.20 | 56 | 0.8428 | 7.927179e-01 | 50.0000 | 1 | 0.644000 | 1.644000 |  
GRB140518A   |    599287    | 2.527080e-01 | -9.346730e-01 | 1.866700e+00 | 5.268710e+01 | 4.315550e+01 | 7.549440e+01 | 8.199760e-02 | 0.000000e+00 | 6.613790e-01 | 48.12 | 56 | 0.8593 | 7.639405e-01 | 50.0000 | 1 | 41.944000 | 42.944000 |  
GRB140516A   |    599188    | 2.598680e-01 | N/A | N/A | 4.805440e+01 | N/A | N/A | 4.985080e-02 | N/A | N/A | 65.42 | 56 | 1.168 | 1.822262e-01 | 50.0000 | 1 | -0.332000 | 0.668000 |  
GRB140515A   |    599037    | 5.812570e-02 | -1.151480e+00 | 1.689180e+00 | 4.796120e+01 | 3.891560e+01 | 6.989410e+01 | 7.273530e-02 | 0.000000e+00 | 6.713850e-01 | 46.84 | 56 | 0.8364 | 8.034547e-01 | 50.0000 | 1 | 1.508000 | 2.508000 |  
GRB140512A   |    598819    | -1.007400e+00 | -1.264030e+00 | -7.131700e-01 | 2.248430e+02 | 1.290620e+02 | 0.000000e+00 | 6.633900e-02 | 5.046790e-02 | 9.079820e-02 | 54.95 | 56 | 0.9812 | 5.146848e-01 | 50.0000 | 1 | 121.956000 | 122.956000 |  
GRB140509A   |    598497    | -6.886950e-01 | -1.838170e+00 | 2.500750e+00 | 8.566290e+01 | 4.621020e+01 | 0.000000e+00 | 3.083570e-02 | 0.000000e+00 | 7.012080e-01 | 59.86 | 56 | 1.069 | 3.376244e-01 | 50.0000 | 1 | 1.780000 | 2.780000 |  
GRB140506A   |    598284    | -5.297790e-01 | -1.090450e+00 | 1.157240e-01 | 1.003770e+02 | 7.849300e+01 | 1.885630e+02 | 2.169360e-01 | 1.217270e-01 | 4.176910e-01 | 55.12 | 56 | 0.9843 | 5.080341e-01 | 50.0000 | 1 | 0.004000 | 1.004000 |  
GRB140502A   |    597841    | -1.345620e+00 | -1.765540e+00 | -2.963150e-01 | 2.015820e+02 | 0.000000e+00 | 0.000000e+00 | 8.442560e-03 | 5.903580e-03 | 3.015910e-02 | 67.31 | 56 | 1.202 | 1.431494e-01 | 50.0000 | 1 | 1.444000 | 2.444000 |  
GRB140430A   |    597722    | -7.902010e-01 | -1.304130e+00 | -1.853820e-01 | 9.232180e+01 | 6.603160e+01 | 3.185520e+02 | 4.356310e-02 | 2.332560e-02 | 9.215150e-02 | 61.01 | 56 | 1.089 | 3.007670e-01 | 50.0000 | 1 | 2.440000 | 3.440000 |  
GRB140428A   |    597519    | 1.586970e-01 | -1.871270e+00 | 4.533100e+00 | 5.996760e+01 | 4.527260e+01 | 0.000000e+00 | 3.979590e-02 | 0.000000e+00 | 1.309830e+01 | 53.75 | 56 | 0.9598 | 5.604737e-01 | 50.0000 | 1 | 1.300000 | 2.300000 |  
GRB140423A   |    596901    | -9.801680e-01 | -1.361710e+00 | -1.011260e-01 | 2.445680e+02 | 0.000000e+00 | 0.000000e+00 | 2.350530e-02 | N/A | N/A | 70.54 | 56 | 1.260 | 9.142194e-02 | 50.0000 | 1 | 44.188000 | 45.188000 |  
GRB140419A   |    596426    | -7.541320e-01 | -1.049650e+00 | -4.260190e-01 | 2.554000e+02 | 1.470250e+02 | 0.000000e+00 | 5.207190e-02 | 4.151610e-02 | 7.256700e-02 | 49.85 | 56 | 0.8902 | 7.054621e-01 | 50.0000 | 1 | 51.424000 | 52.424000 |  
GRB140414A   |  00084568002 | -6.780700e-01 | -9.115590e-01 | 1.535510e-01 | 5.470820e+02 | 0.000000e+00 | 0.000000e+00 | 1.194680e-02 | 9.454230e-03 | 2.649470e-02 | 60.73 | 56 | 1.084 | 3.094790e-01 | 50.0000 | 1 | -0.234000 | 0.766000 |  
GRB140413A   |    595616    | -7.035210e-01 | -2.236540e+00 | 1.174630e+00 | 6.761620e+01 | 2.905040e+01 | 0.000000e+00 | 6.877180e-02 | 0.000000e+00 | 5.540870e-01 | 51.80 | 56 | 0.9250 | 6.344558e-01 | 50.0000 | 1 | 77.948000 | 78.948000 |  
GRB140412A   |    595608    | -5.056830e-01 | -2.367790e+00 | 3.792340e+00 | 3.356780e+01 | 0.000000e+00 | 0.000000e+00 | 3.992960e-02 | 0.000000e+00 | 2.229610e+01 | 46.66 | 56 | 0.8331 | 8.088147e-01 | 50.0000 | 1 | 7.868000 | 8.868000 |  
GRB140408A   |    595141    | -1.713190e+00 | -2.120740e+00 | -1.134850e+00 | 9.999360e+03 | 1.000060e-02 | 0.000000e+00 | 1.061540e-02 | 0.000000e+00 | 3.634730e-02 | 66.58 | 56 | 1.189 | 1.573855e-01 | 50.0000 | 1 | 0.720000 | 1.720000 |  
GRB140402A   |    594308    | -8.742820e-01 | N/A | N/A | 9.481310e+02 | N/A | N/A | 4.431800e-03 | N/A | N/A | 66.38 | 56 | 1.185 | 1.615561e-01 | 50.0000 | 1 | -0.448000 | 0.552000 |  
GRB140331A   |    594081    | -1.413460e+00 | -0.000000e+00 | 5.866810e-01 | 9.999360e+03 | N/A | N/A | 1.850950e-03 | N/A | N/A | 61.58 | 56 | 1.100 | 2.832139e-01 | 50.0000 | 1 | 188.524000 | 189.524000 |  
GRB140323A   |    592916    | -2.884810e-01 | -9.793100e-01 | 5.383940e-01 | 1.373670e+02 | 9.394120e+01 | 8.917630e+02 | 1.170500e-01 | 5.953810e-02 | 2.565830e-01 | 52.13 | 56 | 0.9309 | 6.221417e-01 | 50.0000 | 1 | 6.420000 | 7.420000 |  
GRB140320A   |    592544    | -1.288700e+00 | -1.765580e+00 | -3.065830e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 5.219210e-03 | 4.002570e-03 | 2.291380e-02 | 61.87 | 56 | 1.105 | 2.744954e-01 | 50.0000 | 1 | -0.356000 | 0.644000 |  
GRB140318A   |    592204    | -5.600370e-01 | -0.000000e+00 | 2.055520e+00 | 1.593670e+02 | 0.000000e+00 | 0.000000e+00 | 7.790700e-03 | 3.233300e-03 | 1.683590e-01 | 87.47 | 56 | 1.562 | 4.534824e-03 | 50.0000 | 1 | 5.480000 | 6.480000 |  
GRB140311B   |    591392    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140311A   |    591390    | -1.241570e+00 | -2.142890e+00 | 2.955520e+00 | 7.555930e+01 | 0.000000e+00 | 0.000000e+00 | 1.715150e-02 | 0.000000e+00 | 1.856080e+00 | 48.52 | 56 | 0.8664 | 7.509897e-01 | 50.0000 | 1 | -2.404000 | -1.404000 |  
GRB140305A   |    590446    | 1.155130e+00 | -4.109010e-01 | 3.719880e+00 | 5.143680e+01 | 4.093820e+01 | 7.023240e+01 | 2.392960e-01 | 0.000000e+00 | 8.443070e+00 | 58.39 | 56 | 1.043 | 3.877866e-01 | 50.0000 | 1 | 0.180000 | 1.180000 |  
GRB140304A   |    590206    | -7.913920e-01 | -1.314690e+00 | -1.231060e-01 | 1.396630e+02 | 8.408120e+01 | 0.000000e+00 | 2.348520e-02 | 1.334730e-02 | 4.876640e-02 | 47.27 | 56 | 0.8442 | 7.903997e-01 | 50.0000 | 1 | 10.224000 | 11.224000 |  
GRB140302A   |    589685    | 1.880350e-01 | -5.310480e-01 | 1.065630e+00 | 1.144570e+02 | 8.586640e+01 | 2.223500e+02 | 4.621580e-02 | 2.257650e-02 | 1.096490e-01 | 44.73 | 56 | 0.7987 | 8.604670e-01 | 50.0000 | 1 | -0.098000 | 0.902000 |  
GRB140301A   |    589590    | -1.448400e+00 | -1.810860e+00 | -5.299280e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 6.609360e-03 | 5.268920e-03 | 1.580950e-02 | 68.62 | 56 | 1.225 | 1.199264e-01 | 50.0000 | 1 | 0.108000 | 1.108000 |  
GRB140215A   |    586680    | -6.127230e-01 | -9.971210e-01 | -2.712160e-03 | 2.686660e+02 | 0.000000e+00 | 0.000000e+00 | 9.383830e-02 | 6.436380e-02 | 1.655860e-01 | 55.60 | 56 | 0.9928 | 4.901357e-01 | 50.0000 | 1 | -0.012000 | 0.988000 |  
GRB140213A   |    586569    | -1.456790e+00 | -1.660400e+00 | -1.243380e+00 | 1.113230e+02 | 8.268700e+01 | 3.124480e+02 | 2.346380e-01 | 1.881640e-01 | 2.960260e-01 | 56.53 | 56 | 1.010 | 4.549127e-01 | 50.0000 | 1 | 0.556000 | 1.556000 |  
GRB140211A   |    586289    | -8.507570e-01 | -1.957250e+00 | 2.876650e+00 | 2.697730e+01 | N/A | N/A | 3.858320e-02 | N/A | N/A | 50.14 | 56 | 0.8954 | 6.951263e-01 | 50.0000 | 1 | 0.904000 | 1.904000 |  
GRB140209A   |    586071    | -7.392820e-01 | -9.215270e-01 | -5.497700e-01 | 1.523830e+02 | 1.259060e+02 | 2.060780e+02 | 5.320850e-01 | 4.456190e-01 | 6.393270e-01 | 36.28 | 56 | 0.6479 | 9.810974e-01 | 50.0000 | 1 | 1.692000 | 2.692000 |  
GRB140206A   |    585834    | -5.357210e-01 | -7.100680e-01 | -3.548620e-01 | 1.156330e+02 | 1.036130e+02 | 1.338670e+02 | 3.665410e-01 | 3.088060e-01 | 4.376960e-01 | 43.20 | 56 | 0.7715 | 8.946276e-01 | 50.0000 | 1 | 60.804000 | 61.804000 |  
GRB140129B   |    585149    | -2.225470e+00 | -2.878000e+00 | -1.889460e+00 | 9.999360e+03 | N/A | N/A | 5.411040e-03 | N/A | N/A | 66.21 | 56 | 1.182 | 1.650694e-01 | 50.0000 | 1 | 0.172000 | 1.172000 |  
GRB140129A   |    585128    | -1.614850e+00 | -3.459450e+00 | -4.421790e-01 | 9.999200e+03 | N/A | N/A | 6.764230e-03 | N/A | N/A | 34.97 | 56 | 0.6244 | 9.876370e-01 | 50.0000 | 1 | 1.992000 | 2.992000 |  
GRB140118A   |    584136    | -1.656510e+00 | -2.921980e+00 | -8.034710e-01 | 2.752550e+02 | N/A | N/A | 1.559200e-02 | N/A | N/A | 54.17 | 56 | 0.9673 | 5.445203e-01 | 50.0000 | 1 | 2.984000 | 3.984000 |  
GRB140114A   |    583861    | -1.996520e+00 | -0.000000e+00 | -0.000000e+00 | 1.900350e+00 | 3.166160e-01 | 0.000000e+00 | 6.751020e-03 | 0.000000e+00 | 8.923780e-03 | 44.97 | 56 | 0.8030 | 8.544708e-01 | 50.0000 | 1 | 115.880000 | 116.880000 |  
GRB140108A   |    583338    | -1.092550e+00 | -1.406970e+00 | -7.539610e-01 | 1.430110e+02 | 9.543900e+01 | 1.084960e+03 | 7.192740e-02 | 5.105660e-02 | 1.039800e-01 | 55.91 | 56 | 0.9983 | 4.783473e-01 | 50.0000 | 1 | 6.488000 | 7.488000 |  
GRB140103A   |    582773    | -1.650820e+00 | -1.995680e+00 | -8.533400e-01 | 1.403880e+01 | N/A | N/A | 3.783990e-02 | N/A | N/A | 56.01 | 56 | 1.000 | 4.745419e-01 | 50.0000 | 1 | 0.388000 | 1.388000 |  
GRB140102A   |    582760    | -7.925310e-01 | -9.306980e-01 | -6.500330e-01 | 3.032820e+02 | 2.147860e+02 | 6.007860e+02 | 3.254260e-01 | 2.860040e-01 | 3.715570e-01 | 41.13 | 56 | 0.7344 | 9.317289e-01 | 50.0000 | 1 | 1.968000 | 2.968000 |  
GRB131229A   |    582374    | -1.475950e+00 | -3.261750e+00 | -9.166030e-01 | 9.999240e+03 | 0.000000e+00 | 0.000000e+00 | 4.288870e-03 | 3.079260e-03 | 0.000000e+00 | 67.67 | 56 | 1.208 | 1.365059e-01 | 50.0000 | 1 | 7.884000 | 8.884000 |  
GRB131227A   |    582184    | -1.254050e+00 | -1.768800e+00 | -2.614280e-01 | 1.315410e+02 | 0.000000e+00 | 0.000000e+00 | 1.271450e-02 | 0.000000e+00 | 3.947000e-02 | 31.63 | 56 | 0.5648 | 9.964774e-01 | 50.0000 | 1 | 1.608000 | 2.608000 |  
GRB131226A   |    582123    | -1.371140e+00 | -1.523680e+00 | -1.096300e+00 | 2.866850e+02 | 0.000000e+00 | 0.000000e+00 | 9.474190e-02 | 8.071200e-02 | 1.273040e-01 | 46.41 | 56 | 0.8288 | 8.158578e-01 | 50.0000 | 1 | 1.108000 | 2.108000 |  
GRB131224B   |  00032923023 | -2.487670e-01 | -1.082060e+00 | 7.946060e-01 | 5.366250e+01 | 4.509040e+01 | 7.160490e+01 | 6.957180e-02 | 0.000000e+00 | 2.673080e-01 | 47.01 | 56 | 0.8395 | 7.983061e-01 | 50.0000 | 1 | 0.976000 | 1.976000 |  
GRB131205A   |    580267    | -1.208550e+00 | -4.006000e+00 | -3.397750e-01 | 9.999350e+03 | N/A | N/A | 5.703410e-03 | N/A | N/A | 35.69 | 56 | 0.6373 | 9.843234e-01 | 50.0000 | 1 | 19.312000 | 20.312000 |  
GRB131202A   |    579982    | -1.412120e+00 | -1.906820e+00 | -8.292940e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.492270e-03 | 3.989650e-03 | 3.425610e-02 | 49.74 | 56 | 0.8882 | 7.093108e-01 | 50.0000 | 1 | 1.644000 | 2.644000 |  
GRB131128A   |    579683    | -1.465610e-01 | -1.010810e+00 | 9.173370e-01 | 5.438880e+01 | 4.700610e+01 | 6.601290e+01 | 1.409270e-01 | 5.153790e-02 | 4.765970e-01 | 51.08 | 56 | 0.9122 | 6.610477e-01 | 50.0000 | 1 | 0.096000 | 1.096000 |  
GRB131127A   |    579571    | -1.336390e+00 | -1.668580e+00 | -7.625570e-01 | 9.999190e+03 | 0.000000e+00 | 0.000000e+00 | 1.079770e-02 | 8.836900e-03 | 2.911450e-02 | 53.58 | 56 | 0.9568 | 5.669203e-01 | 50.0000 | 1 | -0.536000 | 0.464000 |  
GRB131120A   |    578227    | -1.515860e+00 | -2.690080e+00 | 2.765400e+00 | 1.831030e+02 | 0.000000e+00 | 0.000000e+00 | 4.855020e-03 | 0.000000e+00 | 0.000000e+00 | 39.67 | 56 | 0.7085 | 9.515491e-01 | 50.0000 | 1 | 49.396000 | 50.396000 |  
GRB131117A   |    577968    | 9.536130e-01 | -6.792290e-01 | 3.530550e+00 | 5.372410e+01 | 4.357070e+01 | 7.456060e+01 | 1.180720e-01 | 0.000000e+00 | 2.696210e+00 | 51.98 | 56 | 0.9283 | 6.276191e-01 | 50.0000 | 1 | -0.236000 | 0.764000 |  
GRB131110A   |  00020326002 | -9.919200e-01 | -5.234660e+00 | 1.451500e-01 | 5.369040e+02 | 0.000000e+00 | 0.000000e+00 | 8.546930e-03 | 6.425130e-03 | 2.402970e-02 | 56.19 | 56 | 1.003 | 4.678433e-01 | 50.0000 | 1 | 32.300000 | 33.300000 |  
GRB131105A   |    576738    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB131103A   |    576562    | -2.093320e-01 | -1.363840e+00 | 1.410920e+00 | 7.481500e+01 | 5.219450e+01 | 7.528780e+02 | 5.220490e-02 | 0.000000e+00 | 3.714860e-01 | 55.29 | 56 | 0.9873 | 5.017364e-01 | 50.0000 | 1 | 0.612000 | 1.612000 |  
