#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XXkeV: Photon flux in XX - XX keV, with unit of (number of photons)/cm^2/s.
## XX_XXkeV_low: The lower limit of photon flux in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of photon flux in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB150728A   |    650617    | 2.313650e-01 | 1.452930e-01 | 3.172440e-01 | 1.762910e-01 | 1.109500e-01 | 2.202410e-01 | 9.297650e-02 | N/A | N/A | 3.417060e-02 | 0.000000e+00 | 3.999220e-02 | 8.255300e-02 | 0.000000e+00 | 9.869840e-02 | 5.322590e-01 | 3.375670e-01 | 6.659500e-01 | 5.802550e-01 | 3.702380e-01 | 7.208250e-01 | 1 | 0.220000 | 1.220000 |  
GRB150727A   |    650530    | 2.311340e-01 | 1.293970e-01 | 3.154560e-01 | 3.108490e-01 | 2.408370e-01 | 3.782710e-01 | 3.127860e-01 | 2.567930e-01 | 3.802660e-01 | 1.845190e-01 | 1.231230e-01 | 2.420030e-01 | 5.978960e-01 | N/A | N/A | 1.038630e+00 | 8.488440e-01 | 1.219080e+00 | 1.425190e+00 | 1.003940e+00 | 1.674800e+00 | 1 | 9.212000 | 10.212000 |  
GRB150724A   |    650141    | 3.140260e-01 | 1.797460e-01 | 4.547010e-01 | 3.414910e-01 | 2.948260e-01 | 4.391080e-01 | 2.140520e-01 | 1.489380e-01 | 2.822280e-01 | 6.388200e-02 | 1.672570e-02 | 1.054400e-01 | 1.025330e-01 | 0.000000e+00 | 2.383850e-01 | 9.334520e-01 | 7.165190e-01 | 1.150490e+00 | 9.721030e-01 | 7.299440e-01 | 1.230180e+00 | 1 | 24.084000 | 25.084000 |  
GRB150722A   |    649916    | 1.620050e-01 | 7.515470e-02 | 2.494470e-01 | 1.412770e-01 | 9.681530e-02 | 1.977100e-01 | 8.584170e-02 | 4.590340e-02 | 1.278320e-01 | 3.507960e-02 | N/A | N/A | 8.157820e-02 | N/A | N/A | 4.243800e-01 | 2.829670e-01 | 5.608070e-01 | 4.728500e-01 | 3.175040e-01 | 6.170720e-01 | 1 | 15.100000 | 16.100000 |  
GRB150720A   |    649706    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1 | -182.276000 | -181.276000 |  
GRB150716A   |    649157    | 3.107920e-01 | 2.138580e-01 | 4.091820e-01 | 2.921150e-01 | 2.302220e-01 | 3.576080e-01 | 1.609220e-01 | 1.134010e-01 | 2.070040e-01 | 4.558910e-02 | 1.107830e-02 | 7.117020e-02 | 7.438690e-02 | 0.000000e+00 | 1.570500e-01 | 8.094170e-01 | 6.604980e-01 | 9.574880e-01 | 8.382150e-01 | 6.683850e-01 | 1.021360e+00 | 1 | 9.692000 | 10.692000 |  
GRB150711A   |    648601    | 1.273250e+00 | N/A | N/A | 1.230340e+00 | N/A | N/A | 8.635420e-01 | N/A | N/A | 3.740550e-01 | N/A | N/A | 9.338480e-01 | N/A | N/A | 3.803210e+00 | 3.384570e+00 | 4.146420e+00 | 4.520280e+00 | 3.829960e+00 | 4.733360e+00 | 1 | 1.980000 | 2.980000 |  
GRB150710B   |  00084694006 | 1.871690e+00 | 1.713020e+00 | 2.034180e+00 | 2.695300e+00 | 2.592590e+00 | 2.798480e+00 | 2.548970e+00 | 2.448190e+00 | 2.650600e+00 | 1.208800e+00 | 1.115440e+00 | 1.301220e+00 | 2.615600e+00 | 2.161890e+00 | 3.189250e+00 | 8.324760e+00 | 8.054330e+00 | 8.595470e+00 | 9.731560e+00 | 9.193420e+00 | 1.036300e+01 | 1 | N/A | N/A |  
GRB150710A   |    648437    | 1.184990e-01 | 6.444300e-02 | 1.498430e-01 | 1.974750e-01 | 1.526770e-01 | 2.455140e-01 | 2.488840e-01 | 2.093930e-01 | 3.030830e-01 | 1.745900e-01 | 1.150750e-01 | 2.096900e-01 | 6.252410e-01 | 0.000000e+00 | 7.567080e-01 | 7.390300e-01 | 6.186050e-01 | 8.598120e-01 | 1.187890e+00 | 7.391290e-01 | 1.411720e+00 | 1 | -0.378000 | 0.622000 |  
GRB150626B   |    646786    | 1.013850e-01 | 3.725110e-02 | 2.705370e-01 | 3.294360e-01 | 1.925710e-01 | 4.467760e-01 | 1.559330e-02 | 5.730180e-03 | 1.083300e-01 | 3.350860e-07 | 0.000000e+00 | 3.781340e-03 | 3.350870e-07 | 0.000000e+00 | 3.875910e-03 | 4.281280e-01 | 2.710340e-01 | 6.619670e-01 | 4.281290e-01 | 2.710320e-01 | 6.619710e-01 | 1 | 7.940000 | 8.940000 |  
GRB150626A   |    646603    | 5.393940e-01 | 3.573810e-01 | 7.311300e-01 | 6.494620e-01 | 5.280830e-01 | 7.793320e-01 | 3.651930e-01 | 2.780740e-01 | 4.516710e-01 | 7.175780e-02 | 2.142240e-02 | 1.402890e-01 | 9.171790e-02 | 0.000000e+00 | 2.839480e-01 | 1.625800e+00 | 1.346880e+00 | 1.904940e+00 | 1.645770e+00 | 1.354420e+00 | 1.955920e+00 | 1 | 0.356000 | 1.356000 |  
GRB150616A   |    644259    | 9.343450e-01 | 6.724950e-01 | 1.175530e+00 | 9.558500e-01 | 8.155980e-01 | 1.101000e+00 | 6.406470e-01 | 5.397510e-01 | 7.593970e-01 | 2.455280e-01 | 1.585310e-01 | 3.290290e-01 | 5.087780e-01 | 2.301660e-01 | 7.056810e-01 | 2.776370e+00 | 2.394900e+00 | 3.156370e+00 | 3.039480e+00 | 2.531240e+00 | 3.558560e+00 | 1 | 93.584000 | 94.584000 |  
GRB150615A   |    643833    | 2.282580e-01 | N/A | N/A | 1.615310e-01 | 0.000000e+00 | 2.270830e-01 | 7.994830e-02 | 0.000000e+00 | 1.247200e-01 | 2.786110e-02 | 0.000000e+00 | 4.181200e-02 | 6.559220e-02 | 3.029830e-02 | 1.027590e-01 | 4.991820e-01 | 2.415250e-01 | 7.370310e-01 | 5.373630e-01 | 2.599030e-01 | 7.934010e-01 | 1 | 5.800000 | 6.800000 |  
GRB150607A   |    642620    | 1.341400e+00 | 1.078550e+00 | 1.613020e+00 | 1.763100e+00 | 1.572730e+00 | 1.959190e+00 | 1.298700e+00 | 1.148200e+00 | 1.452780e+00 | 4.105550e-01 | 2.873740e-01 | 5.344970e-01 | 6.425730e-01 | 3.770290e-01 | 1.069580e+00 | 4.813760e+00 | 4.360140e+00 | 5.267810e+00 | 5.045760e+00 | 4.518150e+00 | 5.623820e+00 | 1 | 7.288000 | 8.288000 |  
GRB150530A   |    642018    | 1.124410e+00 | N/A | N/A | 1.302360e+00 | 1.082590e+00 | 1.512840e+00 | 1.098430e+00 | 9.369920e-01 | 1.273600e+00 | 5.620670e-01 | 4.240480e-01 | 6.409100e-01 | 1.698910e+00 | 0.000000e+00 | 2.697170e+00 | 4.086970e+00 | 3.445790e+00 | 4.718880e+00 | 5.106510e+00 | 4.167150e+00 | 5.774190e+00 | 1 | 0.468000 | 1.468000 |  
GRB150527A   |    641698    | 7.581160e-01 | 6.350680e-01 | 8.844020e-01 | 1.019950e+00 | 9.315620e-01 | 1.111180e+00 | 6.967480e-01 | 6.245020e-01 | 7.691560e-01 | 1.790380e-01 | 1.177130e-01 | 2.465760e-01 | 2.486710e-01 | 1.425400e-01 | 4.182360e-01 | 2.653850e+00 | 2.444800e+00 | 2.862880e+00 | 2.723490e+00 | 2.487110e+00 | 2.980140e+00 | 1 | -13.868000 | -12.868000 |  
GRB150530B   |  00084922008 | 4.598900e-01 | 3.460280e-01 | 5.656980e-01 | 3.518800e-01 | 2.627060e-01 | 4.282550e-01 | 1.871020e-01 | 1.410140e-01 | 2.244520e-01 | 6.988990e-02 | 4.161930e-02 | 8.191720e-02 | 1.705560e-01 | 6.198450e-02 | 1.964000e-01 | 1.067270e+00 | 7.985260e-01 | 1.296610e+00 | 1.165740e+00 | 8.762360e-01 | 1.392650e+00 | 1 | 1.000000 | 2.000000 |  
GRB150513A   |    640584    | 7.066900e-01 | 5.138800e-01 | 9.111920e-01 | 4.405080e-01 | 3.232820e-01 | 6.251030e-01 | 1.850980e-01 | 1.045410e-01 | 2.959350e-01 | 6.270210e-02 | 0.000000e+00 | 1.035920e-01 | 1.379660e-01 | 1.592260e-01 | 2.812980e-01 | 1.390630e+00 | 1.008930e+00 | 1.801430e+00 | 1.450050e+00 | 1.050860e+00 | 1.940300e+00 | 1 | 115.412000 | 116.412000 |  
GRB150430A   |    639433    | 1.201220e+00 | 5.883260e-01 | 1.776080e+00 | 1.585590e+00 | 1.387820e+00 | 1.984440e+00 | 1.434250e+00 | 1.088150e+00 | 1.870290e+00 | 7.065510e-01 | 4.160600e-01 | 9.672800e-01 | 1.701070e+00 | 0.000000e+00 | 3.081970e+00 | 4.927590e+00 | 3.908000e+00 | 5.942800e+00 | 5.922870e+00 | 4.273180e+00 | 7.572200e+00 | 1 | 0.972000 | 1.972000 |  
GRB150428B   |    639278    | 3.359000e-01 | 1.636850e-01 | 5.452820e-01 | 5.274900e-01 | 3.932950e-01 | 6.651890e-01 | 4.264020e-01 | 3.267960e-01 | 5.298450e-01 | 1.254840e-01 | 5.004950e-02 | 2.058270e-01 | 1.794920e-01 | 0.000000e+00 | 4.951520e-01 | 1.415280e+00 | 1.095740e+00 | 1.743600e+00 | 1.469340e+00 | 1.118510e+00 | 1.889830e+00 | 1 | 1.360000 | 2.360000 |  
GRB150428A   |    639275    | 8.663670e-01 | 5.485220e-01 | 1.183070e+00 | 1.003530e+00 | 8.047930e-01 | 1.215390e+00 | 7.716420e-01 | 6.088130e-01 | 9.498090e-01 | 3.278950e-01 | 1.792020e-01 | 4.588100e-01 | 7.109130e-01 | 0.000000e+00 | 1.028240e+00 | 2.969430e+00 | 2.453100e+00 | 3.486150e+00 | 3.352440e+00 | 2.604810e+00 | 4.117880e+00 | 1 | 17.388000 | 18.388000 |  
GRB150424A   |    638946    | 2.175300e+00 | 1.975250e+00 | 2.351910e+00 | 3.400520e+00 | 3.259190e+00 | 3.527090e+00 | 8.251400e-03 | 0.000000e+00 | 3.063880e-02 | 5.786420e-02 | 0.000000e+00 | 1.057920e-01 | 7.693040e+00 | 3.459930e+00 | 1.147100e+01 | 6.649380e-02 | 0.000000e+00 | 1.492590e-01 | 7.771680e+00 | 1.596120e+01 | 1.835630e+01 | 1 | N/A | N/A |  
GRB150423A   |    638808    | 1.311150e-01 | 6.152660e-02 | 2.111870e-01 | 2.554430e-01 | 1.964960e-01 | 3.152390e-01 | 2.994400e-01 | 2.397790e-01 | 3.614100e-01 | 1.429810e-01 | 7.820790e-02 | 2.066910e-01 | 2.663380e-01 | 9.787620e-02 | 6.411870e-01 | 8.289780e-01 | 6.768190e-01 | 9.793960e-01 | 9.523400e-01 | 7.131850e-01 | 1.249420e+00 | 1 | -0.374000 | 0.626000 |  
GRB150413A   |    637899    | 3.988010e-01 | 2.218000e-01 | 5.921990e-01 | 6.148920e-01 | 4.903560e-01 | 7.447780e-01 | 4.577380e-01 | 3.578160e-01 | 5.609690e-01 | 1.151580e-01 | 4.567450e-02 | 2.012730e-01 | 1.542090e-01 | 0.000000e+00 | 4.253770e-01 | 1.586590e+00 | 1.282180e+00 | 1.891020e+00 | 1.625640e+00 | 1.296910e+00 | 2.001650e+00 | 1 | 110.776000 | 111.776000 |  
GRB150407A   |    637342    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150403A   |    637044    | 3.449410e+00 | 3.118020e+00 | 3.758270e+00 | 5.200270e+00 | 4.967950e+00 | 5.433640e+00 | 5.585060e+00 | 5.340130e+00 | 5.836970e+00 | 3.239120e+00 | 2.998820e+00 | 3.357940e+00 | 8.995990e+00 | 7.178970e+00 | 1.098010e+01 | 1.747390e+01 | 1.685440e+01 | 1.809350e+01 | 2.323070e+01 | 2.131390e+01 | 2.536810e+01 | 1 | 5.804000 | 6.804000 |  
GRB150402A   |  00636865000 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150323C   |    636005    | 3.755810e-01 | 0.000000e+00 | 6.262440e-01 | 4.487490e-01 | 2.798140e-01 | 6.210780e-01 | 1.636370e-01 | 5.709560e-02 | 2.786060e-01 | 1.127250e-02 | 0.000000e+00 | 8.549940e-02 | 1.203970e-02 | 0.000000e+00 | 1.712170e-01 | 9.992310e-01 | 6.561430e-01 | 1.347290e+00 | 1.000070e+00 | 6.571170e-01 | 1.354710e+00 | 1 | 5.980000 | 6.980000 |  
GRB150323B   |    635929    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150323A   |    635887    | 1.829840e+00 | 1.647080e+00 | 2.014530e+00 | 1.572330e+00 | 1.485600e+00 | 1.660330e+00 | 8.692940e-01 | 8.073520e-01 | 9.320780e-01 | 2.887610e-01 | 2.324830e-01 | 3.327820e-01 | 5.661300e-01 | 3.755420e-01 | 7.359800e-01 | 4.560220e+00 | 4.316910e+00 | 4.803880e+00 | 4.837590e+00 | 4.505970e+00 | 5.160480e+00 | 1 | 131.588000 | 132.588000 |  
GRB150318A   |    635289    | 4.935710e-01 | 4.139640e-01 | 6.431690e-01 | 4.194090e-01 | N/A | N/A | 1.627890e-01 | 3.336870e-02 | 2.406460e-01 | 2.426890e-02 | 0.000000e+00 | 8.075560e-02 | 3.015730e-02 | 0.000000e+00 | 1.621440e-01 | 1.099830e+00 | 8.577800e-01 | 1.334870e+00 | 1.106470e+00 | 8.579950e-01 | 1.413910e+00 | 1 | 66.616000 | 67.616000 |  
GRB150317A   |    635148    | 2.718810e-01 | 1.840130e-01 | 3.641840e-01 | 3.879050e-01 | 3.251970e-01 | 4.526970e-01 | 3.434660e-01 | 2.851150e-01 | 4.038930e-01 | 1.432970e-01 | 9.006190e-02 | 1.982170e-01 | 2.711670e-01 | 1.247850e-01 | 5.418230e-01 | 1.146550e+00 | 9.845580e-01 | 1.308340e+00 | 1.274430e+00 | 1.047310e+00 | 1.603030e+00 | 1 | -0.148000 | 0.852000 |  
GRB150314A   |    634795    | 6.584530e+00 | 6.087480e+00 | 7.093980e+00 | 1.113550e+01 | 1.077010e+01 | 1.150150e+01 | 1.289080e+01 | 1.248080e+01 | 1.330350e+01 | 7.377860e+00 | 7.015380e+00 | 7.735550e+00 | 1.839180e+01 | 1.593560e+01 | 2.132840e+01 | 3.798870e+01 | 3.703480e+01 | 3.894350e+01 | 4.900260e+01 | 4.637630e+01 | 5.204770e+01 | 1 | 0.060000 | 1.060000 |  
GRB150309A   |    634200    | 2.036640e+00 | 1.834640e+00 | 2.243730e+00 | 2.918700e+00 | 2.780580e+00 | 3.057800e+00 | 2.840600e+00 | 2.702020e+00 | 2.980580e+00 | 1.443130e+00 | 1.312410e+00 | 1.571630e+00 | 3.421120e+00 | 2.694470e+00 | 4.390780e+00 | 9.239070e+00 | 8.877660e+00 | 9.600680e+00 | 1.121710e+01 | 1.040250e+01 | 1.223190e+01 | 1 | -177.488000 | -176.488000 |  
GRB150302A   |    633237    | 1.015860e-01 | 3.719630e-02 | 1.727970e-01 | 1.393590e-01 | 9.123210e-02 | 1.912930e-01 | 1.103570e-01 | 6.646710e-02 | 1.567950e-01 | 3.831890e-02 | 0.000000e+00 | 7.836370e-02 | 6.307730e-02 | 0.000000e+00 | 1.725220e-01 | 3.896240e-01 | 2.663220e-01 | 5.135190e-01 | 4.143090e-01 | 2.727150e-01 | 5.797500e-01 | 1 | 2.612000 | 3.612000 |  
GRB150301B   |    633180    | 8.571040e-01 | 7.034050e-01 | 1.014330e+00 | 1.011180e+00 | 9.154140e-01 | 1.109060e+00 | 7.818650e-01 | 6.986190e-01 | 8.670580e-01 | 3.266610e-01 | 2.548940e-01 | 3.980060e-01 | 6.862350e-01 | 4.161770e-01 | 1.009910e+00 | 2.976810e+00 | 2.729410e+00 | 3.224010e+00 | 3.336380e+00 | 2.957350e+00 | 3.773260e+00 | 1 | 3.644000 | 4.644000 |  
GRB150301A   |    632995    | 3.427360e-01 | 2.410740e-01 | 3.961470e-01 | 3.226540e-01 | 2.701610e-01 | 3.880780e-01 | 2.120800e-01 | 1.661690e-01 | 2.598830e-01 | 8.917080e-02 | 0.000000e+00 | 1.221090e-01 | 2.183140e-01 | 8.062720e-02 | 3.253920e-01 | 9.664860e-01 | 8.056710e-01 | 1.121080e+00 | 1.097000e+00 | 8.446330e-01 | 1.264650e+00 | 1 | -0.220000 | 0.780000 |  
GRB150222A   |    632180    | 1.287660e+00 | 1.096550e+00 | 1.484300e+00 | 1.619880e+00 | 1.496270e+00 | 1.745910e+00 | 1.230310e+00 | 1.126950e+00 | 1.335370e+00 | 4.463160e-01 | 3.520070e-01 | 5.421010e-01 | 7.872640e-01 | 5.209160e-01 | 1.209850e+00 | 4.584160e+00 | 4.271750e+00 | 4.896690e+00 | 4.925110e+00 | 4.503820e+00 | 5.432080e+00 | 1 | 5.368000 | 6.368000 |  
GRB150213B   |    631051    | 7.619140e-01 | 4.051840e-01 | 1.104020e+00 | 1.856600e-01 | 0.000000e+00 | 4.709590e-01 | 1.146380e-04 | N/A | N/A | 8.755710e-13 | 0.000000e+00 | 0.000000e+00 | 8.755710e-13 | 0.000000e+00 | 0.000000e+00 | 9.472390e-01 | 5.794060e-01 | 1.369290e+00 | 9.506590e-01 | 5.795650e-01 | 1.369370e+00 | 1 | 18.000000 | 19.000000 |  
GRB150212A   |    630876    | 5.058280e-01 | 4.071350e-01 | 5.981410e-01 | 6.219200e-01 | 5.526750e-01 | 6.955580e-01 | 5.189460e-01 | 4.571350e-01 | 5.826880e-01 | 2.398560e-01 | 1.719130e-01 | 2.715870e-01 | 5.564950e-01 | 2.780690e-01 | 7.617690e-01 | 1.886550e+00 | 1.708960e+00 | 2.063830e+00 | 2.203090e+00 | 1.868530e+00 | 2.507270e+00 | 1 | 0.828000 | 1.828000 |  
GRB150211A   |    630714    | 2.948980e+00 | 2.503080e+00 | 3.410820e+00 | 4.446560e+00 | 4.133090e+00 | 4.764010e+00 | 3.657020e+00 | 3.382540e+00 | 3.936070e+00 | 1.191180e+00 | 9.786060e-01 | 1.405720e+00 | 1.821450e+00 | 1.340890e+00 | 2.469770e+00 | 1.224370e+01 | 1.148200e+01 | 1.300650e+01 | 1.287400e+01 | 1.196500e+01 | 1.384180e+01 | 1 | 4.360000 | 5.360000 |  
GRB150206A   |    630019    | 2.300130e+00 | 2.055450e+00 | 2.551400e+00 | 3.176270e+00 | 3.019460e+00 | 3.334100e+00 | 2.979530e+00 | 2.824840e+00 | 3.135860e+00 | 1.480600e+00 | 1.339480e+00 | 1.619200e+00 | 3.494550e+00 | 2.720550e+00 | 4.537570e+00 | 9.936540e+00 | 9.520760e+00 | 1.035280e+01 | 1.195050e+01 | 1.105550e+01 | 1.306910e+01 | 1 | 98.816000 | 99.816000 |  
GRB150204A   |  00084702002 | 4.945730e-01 | 3.838900e-01 | 6.090290e-01 | 6.783110e-01 | 6.049570e-01 | 7.535920e-01 | 4.738810e-01 | 4.135640e-01 | 5.353470e-01 | 1.242560e-01 | 8.001850e-02 | 1.739650e-01 | 1.734530e-01 | 9.649500e-02 | 3.054170e-01 | 1.771020e+00 | 1.591340e+00 | 1.950700e+00 | 1.820230e+00 | 1.621310e+00 | 2.034240e+00 | 1 | 6.000000 | 7.000000 |  
GRB150203A   |    629578    | 3.243840e-01 | 2.313620e-01 | 4.184530e-01 | 3.431880e-01 | 2.786370e-01 | 4.125370e-01 | 1.877400e-01 | 1.377370e-01 | 2.361770e-01 | 4.291700e-02 | 1.237160e-02 | 8.527950e-02 | 5.963570e-02 | 0.000000e+00 | 1.918810e-01 | 8.982290e-01 | 7.503570e-01 | 1.046060e+00 | 9.149480e-01 | 7.568500e-01 | 1.104070e+00 | 1 | 16.772000 | 17.772000 |  
GRB150202A   |    629547    | 2.446450e-01 | N/A | N/A | 3.058790e-01 | 2.342200e-01 | 3.787010e-01 | 2.808700e-01 | N/A | N/A | 1.550300e-01 | 1.016660e-01 | 2.054770e-01 | 4.480810e-01 | N/A | N/A | 9.973930e-01 | N/A | N/A | 1.330380e+00 | 1.025520e+00 | 1.535440e+00 | 1 | 17.324000 | 18.324000 |  
GRB150201A   |    629302    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150120B   |    627170    | 5.091680e-01 | N/A | N/A | 4.214500e-01 | 3.160060e-01 | 5.383090e-01 | 2.165560e-01 | N/A | N/A | 6.487920e-02 | 1.588580e-02 | 9.931300e-02 | 1.171570e-01 | 0.000000e+00 | 2.436120e-01 | 1.212030e+00 | 9.637990e-01 | 1.457630e+00 | 1.264330e+00 | 9.765360e-01 | 1.555490e+00 | 1 | 0.584000 | 1.584000 |  
GRB150120A   |    627137    | 7.053110e-01 | 5.921940e-01 | 8.173660e-01 | 5.934290e-01 | 5.338810e-01 | 6.596840e-01 | 3.419680e-01 | 2.891820e-01 | 3.969370e-01 | 1.298020e-01 | 7.554570e-02 | 1.643110e-01 | 2.983190e-01 | N/A | N/A | 1.767850e+00 | 1.584160e+00 | 1.947530e+00 | 1.933540e+00 | 1.669110e+00 | 2.128530e+00 | 1 | -0.064000 | 0.936000 |  
GRB150110B   |    624606    | 3.795280e-01 | 2.859000e-01 | 4.757370e-01 | 4.642060e-01 | 3.984410e-01 | 5.329470e-01 | 3.587100e-01 | 3.040520e-01 | 4.151150e-01 | 1.413450e-01 | 8.379010e-02 | 1.921070e-01 | 2.730000e-01 | 1.136810e-01 | 4.884900e-01 | 1.343790e+00 | 1.180220e+00 | 1.506840e+00 | 1.475440e+00 | 1.238460e+00 | 1.762860e+00 | 1 | 1.736000 | 2.736000 |  
GRB150103A   |    623368    | 2.134740e-01 | 9.747620e-02 | 3.348870e-01 | 2.509880e-01 | 1.568340e-01 | 3.505540e-01 | 5.445860e-02 | 0.000000e+00 | 1.210960e-01 | 9.417340e-04 | 0.000000e+00 | 2.003760e-02 | 9.536200e-04 | 0.000000e+00 | 2.709810e-02 | 5.198880e-01 | 3.422600e-01 | 6.997920e-01 | 5.198920e-01 | 3.422640e-01 | 6.998810e-01 | 1 | 26.324000 | 27.324000 |  
GRB150101B   |  00091964035 | 1.917980e-01 | 0.000000e+00 | 3.868770e-01 | 2.622650e-01 | 1.379610e-01 | 3.866950e-01 | 2.075220e-01 | 1.177150e-01 | 3.041030e-01 | 7.235460e-02 | 0.000000e+00 | 1.461880e-01 | 1.196500e-01 | 0.000000e+00 | 3.087140e-01 | 7.339700e-01 | 4.351130e-01 | 1.037440e+00 | 7.819130e-01 | 4.475620e-01 | 1.145620e+00 | 1 | -0.490000 | 0.510000 |  
GRB150101A   |    623158    | 8.820120e-03 | 0.000000e+00 | 8.165710e-02 | 1.335270e-01 | 5.700250e-02 | 2.211030e-01 | 9.336140e-02 | 3.470890e-02 | 1.697590e-01 | 5.632240e-04 | 0.000000e+00 | 6.763100e-02 | 5.636170e-04 | 0.000000e+00 | 1.517690e-01 | 2.362380e-01 | 1.364350e-01 | 3.970270e-01 | 2.363830e-01 | 1.364760e-01 | 4.177140e-01 | 1 | -0.464000 | 0.536000 |  
GRB141229A   |  00085478004 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB141225A   |    622476    | 2.803620e-01 | N/A | N/A | 3.944240e-01 | N/A | N/A | 4.261780e-01 | 3.218320e-01 | 5.504480e-01 | 2.690440e-01 | N/A | N/A | 9.797080e-01 | 0.000000e+00 | 4.641740e+00 | 1.349120e+00 | 9.387960e-01 | 1.769530e+00 | 1.983330e+00 | 0.000000e+00 | 2.481020e+00 | 1 | 11.752000 | 12.752000 |  
GRB141221A   |    622006    | 7.524910e-01 | 6.179290e-01 | 8.548920e-01 | 9.586260e-01 | 8.663220e-01 | 1.051480e+00 | 8.705600e-01 | 7.950470e-01 | 9.637360e-01 | 4.899280e-01 | 3.700270e-01 | 5.267060e-01 | 1.378330e+00 | 7.349900e-01 | 1.538760e+00 | 3.053960e+00 | 2.803410e+00 | 3.297880e+00 | 3.885010e+00 | 3.267170e+00 | 4.272660e+00 | 1 | -0.096000 | 0.904000 |  
GRB141220A   |    621915    | 1.680690e+00 | 1.305320e+00 | 2.079060e+00 | 2.860010e+00 | 2.564970e+00 | 3.158390e+00 | 2.945050e+00 | 2.658100e+00 | 3.236470e+00 | 1.302720e+00 | 1.064710e+00 | 1.531660e+00 | 2.400610e+00 | 1.624070e+00 | 3.635150e+00 | 8.788460e+00 | 8.069890e+00 | 9.508850e+00 | 9.886350e+00 | 8.820870e+00 | 1.123550e+01 | 1 | -0.128000 | 0.872000 |  
GRB141212B   |    621234    | 8.152980e-01 | 6.757490e-01 | 9.598630e-01 | 1.286160e+00 | 1.178160e+00 | 1.395930e+00 | 1.220830e+00 | 1.119680e+00 | 1.323670e+00 | 5.078850e-01 | 4.108250e-01 | 6.044300e-01 | 9.154110e-01 | 6.229920e-01 | 1.365220e+00 | 3.830170e+00 | 3.562680e+00 | 4.097620e+00 | 4.237700e+00 | 3.840570e+00 | 4.732760e+00 | 1 | 4.100000 | 5.100000 |  
GRB141212A   |    621229    | 3.428210e-01 | 2.164040e-01 | 4.746040e-01 | 4.509920e-01 | 3.649470e-01 | 5.420700e-01 | 3.098070e-01 | 2.375610e-01 | 3.844010e-01 | 8.357550e-02 | 3.328960e-02 | 1.459110e-01 | 1.194250e-01 | 0.000000e+00 | 3.431270e-01 | 1.187190e+00 | 9.773750e-01 | 1.396760e+00 | 1.223040e+00 | 9.915050e-01 | 1.509960e+00 | 1 | -0.324000 | 0.676000 |  
GRB141205A   |    620534    | 1.383490e-01 | 3.385640e-02 | 2.692450e-01 | 3.197830e-01 | 2.062380e-01 | 4.647390e-01 | 3.812940e-01 | 2.766620e-01 | 4.864060e-01 | 1.474190e-01 | 0.000000e+00 | 2.903170e-01 | 2.220510e-01 | 0.000000e+00 | 7.984170e-01 | 9.866690e-01 | 6.798680e-01 | 1.259410e+00 | 1.062540e+00 | 6.802220e-01 | 1.801830e+00 | 1 | -0.124000 | 0.876000 |  
