# Energy[MeV] Aeff_UntkrCompton[cm2]
0.079	0.084
0.100	7.325
0.125	43.159
0.158	146.430
0.199	220.997
0.251	301.345
0.316	359.591
0.398	394.679
0.501	398.510
0.630	388.530
0.794	351.433
1.000	320.171
1.584	262.859
3.162	nan
5.011	nan
10.000	nan
15.848	nan
31.622	nan
50.118	nan
100.000	nan
158.489	nan
316.227	nan
501.187	nan
1000.000	nan
