# Energy[MeV] Aeff_TkrCompton[cm2]
0.079	0.000
0.100	0.000
0.125	0.000
0.158	0.000
0.199	0.000
0.251	0.063
0.316	0.950
0.398	4.670
0.501	14.593
0.630	28.816
0.794	45.140
1.000	62.822
1.584	93.354
3.162	117.990
5.011	122.943
10.000	113.984
15.848	88.153
31.622	nan
50.118	nan
100.000	nan
158.489	nan
316.227	nan
501.187	nan
1000.000	nan
