# Energy[MeV] Aeff_TkrCompton[cm2]
0.063    nan
0.079	0.000
0.100	0.000
0.125	0.000
0.158	0.000
0.199	0.000
0.251	0.169
0.316	2.338
0.398	8.814
0.501	21.132
0.630	40.586
0.794	69.361
1.000	104.985
1.584	190.777
3.162	257.127
5.011	236.192
10.000	165.621
15.848	142.972
31.622	nan
50.118	nan
100.000	nan
158.489	nan
316.227	nan
501.187	nan
1000.000	nan
