# Energy[MeV] Aeff_Pair[cm2]
0.079	nan
0.100	nan
0.125	nan
0.158	nan
0.199	nan
0.251	nan
0.316	nan
0.398	nan
0.501	nan
0.630	nan
0.794	nan
1.000	nan
1.584	nan
3.162	0.157
5.011	7.291
10.000	77.534
15.848	147.604
31.622	196.140
50.118	226.731
100.000	241.599
158.489	246.929
316.227	257.895
501.187	240.538
1000.000	199.779
