# Energy[MeV] Aeff_Pair[cm2]
0.079	nan
0.100	nan
0.125	nan
0.158	nan
0.199	nan
0.251	nan
0.316	nan
0.398	nan
0.501	nan
0.630	nan
0.794	nan
1.000	nan
1.584	nan
3.162	0.268
5.011	9.524
10.000	92.392
15.848	155.542
31.622	236.214
50.118	271.488
100.000	321.153
158.489	349.206
316.227	348.815
501.187	342.573
1000.000	282.030
